"code_ogr_savoir","libelle_savoir","categorie_savoir","sous_categorie_savoir","transition_eco","transition_num"
"478281","Gestion de groupe de touristes","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478283","Sécurité des déplacements touristiques","Normes et procédés","Règlementations, normes","N","N"
"478284","Planification d'itinéraires touristiques","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478285","Techniques de médiation culturelle","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478288","Gestion des horaires de visite","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478291","Recyclage de matériaux","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","O","N"
"478292","Identification de pièces réutilisables","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478294","Evaluation de l'état des pièces","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478295","Techniques de nettoyage de pièces","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478297","Respect des délais de traitement","Normes et procédés","Méthodes, procédés, procédures","O","N"
"478300","Communication interne efficace","Domaines d'expertise","Expertises techniques","N","N"
"478302","Formation continue des équipes","Domaines d'expertise","Expertises techniques","N","N"
"478305","Gestion des urgences opérationnelles","Domaines d'expertise","Expertises techniques","N","N"
"478308","Utilisation de systèmes de billetterie électronique","Produits, outils et matières","Outils, machines, équipement matériel","N","O"
"478316","Marketing culturel","Domaines d'expertise","Arts et culture","N","N"
"478317","Gestion des partenariats culturels","Domaines d'expertise","Arts et culture","N","N"
"478318","Droit de la culture et des médias","Normes et procédés","Règlementations, normes","N","N"
"478319","Gestion de projets culturels","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478320","Analyse de données culturelles","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478321","Connaissance des politiques culturelles publiques","Domaines d'expertise","Arts et culture","N","N"
"478322","Gestion de l'information touristique","Domaines d'expertise","Arts et culture","N","N"
"478323","Sécurité des visiteurs","Normes et procédés","Règlementations, normes","N","N"
"478324","Gestion des réservations hôtelières","Techniques professionnelles","Autres techniques professionnelles","N","O"
"478325","Techniques de promotion touristique","Techniques professionnelles","Autres techniques professionnelles","O","N"
"478326","Connaissance des pratiques écologiques en tourisme","Domaines d'expertise","Expertises scientifiques","N","N"
"478328","Gestion des feedbacks clients","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478329","Connaissance des options de transport local","Domaines d'expertise","Expertises techniques","N","N"
"478332","Procédures d'entretien de super poids lourds spécifiques à l'armée","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478333","Techniques de manœuvre avec remorque sur terrain difficile","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478335","Procédures de contrôle aux frontières pour le transport militaire","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478339","Techniques de réparation d'urgence en contexte de combat","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478340","Techniques de camouflage de véhicules lourds en zone de combat","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478344","Gestion de l'atelier de réparation","Domaines d'expertise","Expertises techniques","N","N"
"478345","Utilisation de logiciels de gestion d'atelier","Domaines d'expertise","Logiciels, progiciels","N","O"
"478351","Gestion d'équipe en atelier","Domaines d'expertise","Expertises techniques","N","N"
"478353","Gestion des stocks de matériaux","Produits, outils et matières","Matières, matériaux","N","N"
"478356","Suivi des garanties des fournisseurs","Normes et procédés","Règlementations, normes","N","N"
"478357","Mise en place de promotions et offres spéciales","Domaines d'expertise","Expertises techniques","N","N"
"478358","Suivi des tendances du marché de la carrosserie","Domaines d'expertise","Expertises techniques","N","N"
"478359","Evaluation des performances des employés","Domaines d'expertise","Expertises techniques","N","N"
"478360","Planification des opérations de maintenance préventive","Domaines d'expertise","Expertises techniques","N","N"
"478361","Techniques de fixation de postiches","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478362","Gestion des stocks de matériel capillaire","Produits, outils et matières","Matières, matériaux","N","O"
"478363","Conseil en image et esthétique capillaire","Domaines d'expertise","Expertises techniques","N","N"
"478364","Hygiène et sécurité dans un salon de coiffure","Normes et procédés","Règlementations, normes","O","N"
"478365","Entretien de postiches et perruques","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478366","Techniques de personnalisation de perruques","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478367","Techniques de communication avec la clientèle","Techniques professionnelles","Autres techniques professionnelles","N","O"
"478368","Gestion de la relation client en salon de coiffure","Domaines d'expertise","Expertises techniques","N","N"
"478369","Techniques de vente de produits capillaires","Produits, outils et matières","Mode, textile et accessoires","N","O"
"478371","Gestion des rendez-vous et planning client","Domaines d'expertise","Logiciels, progiciels","N","O"
"478372","Analyse de données sismiques","Domaines d'expertise","Expertises scientifiques","N","O"
"478374","Utilisation de logiciels de modélisation sismique","Produits, outils et matières","Outils, machines, équipement matériel","N","O"
"478375","Connaissance des normes de sécurité sismique","Normes et procédés","Règlementations, normes","N","N"
"478376","Evaluation des risques sismiques","Domaines d'expertise","Expertises scientifiques","O","N"
"478377","Planification d'interventions en cas de séisme","Normes et procédés","Règlementations, normes","O","N"
"478378","Conception de bâtiments résistants aux séismes","Produits, outils et matières","Matières, matériaux","O","N"
"478379","Surveillance des activités sismiques","Domaines d'expertise","Expertises scientifiques","N","N"
"478380","Education et formation sur la sismologie","Domaines d'expertise","Expertises scientifiques","N","N"
"478382","Utilisation d'équipements de terrain sismiques","Produits, outils et matières","Outils, machines, équipement matériel","N","O"
"478383","Maintenance des instruments sismologiques","Produits, outils et matières","Outils, machines, équipement matériel","N","O"
"478385","Etude des effets des séismes sur les structures","Domaines d'expertise","Expertises techniques","O","N"
"478386","Proposition de mesures préventives","Normes et procédés","Règlementations, normes","O","N"
"478389","Maîtrise des techniques de sauvetage aquatique","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478390","Surveillance des bassins aquatiques","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478391","Prévention des accidents en milieu aquatique","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478392","Gestion du stress en situations d'urgence","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478393","Connaissance des règles de sécurité spécifiques aux piscines","Normes et procédés","Règlementations, normes","N","N"
"478394","Maintien de la condition physique nécessaire","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478395","Evaluation des compétences en natation des usagers","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478396","Planification et organisation de cours de natation","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478397","Adaptation des méthodes d'enseignement aux différents publics","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478398","Gestion des conflits en milieu aquatique","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478399","Connaissance des techniques de relaxation aquatique","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478400","Sensibilisation à la sécurité aquatique","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478401","Capacité à effectuer des sauvetages en eau profonde","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478402","Connaissance des styles de barbe","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478403","Accueil et conseil des clients","Domaines d'expertise","Expertises techniques","N","N"
"478404","Gestion des rendez-vous","Normes et procédés","Règlementations, normes","N","N"
"478405","Entretien de l'espace de travail","Normes et procédés","Méthodes, procédés, procédures","N","N"
"478406","Connaissance des tendances actuelles","Domaines d'expertise","Expertises techniques","N","N"
"478407","Techniques de massage du cuir chevelu","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478408","Utilisation de produits naturels et bio","Produits, outils et matières","Produits finis, services","O","N"
"478409","Gestion des stocks de produits capillaires","Produits, outils et matières","Mode, textile et accessoires","N","N"
"478410","Formation continue en coiffure et barbier","Domaines d'expertise","Expertises techniques","N","N"
"478412","Marketing et promotion du salon de coiffure","Domaines d'expertise","Expertises techniques","N","N"
"478413","Utilisation de logiciels de gestion de salon","Domaines d'expertise","Logiciels, progiciels","N","O"
"478415","Stratégies de fidélisation client","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478416","Utilisation de logiciels de gestion de point de vente","Produits, outils et matières","Produits finis, services","N","O"
"478417","Compétences en visual merchandising","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478419","Techniques de prévention des pertes","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478421","Techniques de gestion d'équipe","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478422","Compétences en décoration et agencement de boutique","Produits, outils et matières","Mode, textile et accessoires","N","N"
"478423","Conception de systèmes de sécurité nucléaire","Domaines d'expertise","Expertises techniques","N","N"
"478424","Surveillance des installations nucléaires","Domaines d'expertise","Expertises techniques","N","N"
"478426","Gestion de la documentation technique nucléaire","Normes et procédés","Règlementations, normes","N","N"
"478427","Formation aux procédures de sécurité nucléaire","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478428","Analyse de la sûreté des réacteurs nucléaires","Domaines d'expertise","Expertises scientifiques","N","N"
"478429","Evaluation de la conformité des systèmes nucléaires","Normes et procédés","Règlementations, normes","N","N"
"478431","Contrôle des matériaux nucléaires","Produits, outils et matières","Matières, matériaux","N","N"
"478432","Inspection des installations nucléaires","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478433","Audit de sécurité nucléaire","Normes et procédés","Règlementations, normes","N","N"
"478434","Elaboration de politiques de sécurité nucléaire","Domaines d'expertise","Expertises techniques","N","N"
"478435","Gestion des autorisations réglementaires nucléaires","Normes et procédés","Règlementations, normes","N","N"
"478437","Formation sur les normes nucléaires internationales","Normes et procédés","Règlementations, normes","N","N"
"478438","Evaluation environnementale nucléaire","Domaines d'expertise","Expertises techniques","O","N"
"478439","Gestion des ressources humaines en milieu nucléaire","Domaines d'expertise","Expertises techniques","N","N"
"478441","Procédures de check-in et check-out","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478443","Gestion des urgences et des crises","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478444","Formation du personnel de réception","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478445","Gestion des inventaires de clés","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478447","Utilisation d'outils électroportatifs spécifiques à la taille de pierre","Produits, outils et matières","Outils, machines, équipement matériel","N","O"
"478449","Méthodes de restauration de structures en pierre anciennes","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478451","Gestion de la sécurité privée","Normes et procédés","Règlementations, normes","N","N"
"478452","Gestion des systèmes de contrôle d'accès","Normes et procédés","Règlementations, normes","N","N"
"478453","Procédures de sécurité en entreprise","Normes et procédés","Règlementations, normes","N","N"
"478455","Planification des rondes de sécurité","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478456","Gestion des équipes de sécurité","Domaines d'expertise","Expertises techniques","N","N"
"478458","Maintenance des systèmes de sécurité","Produits, outils et matières","Outils, machines, équipement matériel","N","N"
"478460","Surveillance électronique","Produits, outils et matières","Outils, machines, équipement matériel","N","O"
"478462","Techniques de restauration écologique","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","O","N"
"478464","Calcul de la charge maximale admissible","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478467","Différents types de grues et leurs usages","Domaines d'expertise","Expertises techniques","N","N"
"478468","Procédures de montage et de démontage de grues","Normes et procédés","Méthodes, procédés, procédures","N","N"
"478474","Gestion de projets de construction ou de rénovation","Domaines d'expertise","Expertises techniques","N","N"
"478478","Interprétation de plans architecturaux","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478479","Suivi des avancements de chantier","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478480","Analyse de la conformité des travaux","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478481","Techniques de communication avec les équipes","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478485","Maintenance de premier niveau","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478503","Sensibilisation aux diverses cultures de conduite","Domaines d'expertise","Expertises techniques","N","N"
"478512","Protocoles de communication client","Normes et procédés","Règlementations, normes","N","O"
"478515","Optimisation des processus de support","Techniques professionnelles","Autres techniques professionnelles","N","O"
"478516","Gestion des escalades techniques","Techniques professionnelles","Autres techniques professionnelles","N","O"
"478517","Techniques de diagnostic à distance","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","O"
"478521","Formation continue sur les produits","Techniques professionnelles","Autres techniques professionnelles","N","O"
"478522","Gestion des mises à jour de produits","Techniques professionnelles","Autres techniques professionnelles","N","O"
"478523","Techniques de reporting d'activité","Techniques professionnelles","Autres techniques professionnelles","N","O"
"478524","Evaluation des performances du support","Techniques professionnelles","Autres techniques professionnelles","N","O"
"478525","Gestion des garanties et des retours","Techniques professionnelles","Autres techniques professionnelles","N","O"
"478526","Installation et maintenance d'extincteurs","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478528","Techniques de vérification d'extincteurs","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478529","Gestion des stocks d'extincteurs","Produits, outils et matières","Outils, machines, équipement matériel","N","N"
"478531","Procédures de remplacement d'extincteurs","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478532","Techniques de diagnostic de pannes d'extincteurs","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478533","Méthodes de recyclage d'extincteurs usagés","Produits, outils et matières","Outils, machines, équipement matériel","O","N"
"478535","Techniques de recharge d'extincteurs","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478536","Gestion de la documentation technique d'extincteurs","Produits, outils et matières","Outils, machines, équipement matériel","N","N"
"478537","Procédures de commande d'extincteurs","Produits, outils et matières","Outils, machines, équipement matériel","N","N"
"478541","Maintenance préventive des extincteurs","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","O","N"
"478543","Modélisation financière","Domaines d'expertise","Expertises techniques","N","N"
"478544","Gestion des investissements","Domaines d'expertise","Expertises techniques","N","N"
"478545","Gestion des risques financiers","Domaines d'expertise","Expertises techniques","N","N"
"478546","Analyse de la rentabilité","Domaines d'expertise","Expertises techniques","N","N"
"478547","Gestion de la trésorerie","Domaines d'expertise","Expertises techniques","N","N"
"478549","Diagnostic de pannes de batteries","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478550","Gestion de stock de pièces de rechange","Produits, outils et matières","Outils, machines, équipement matériel","N","N"
"478551","Techniques de soudure pour connecteurs de batteries","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478553","Procédures de recyclage de batteries usagées","Normes et procédés","Règlementations, normes","O","N"
"478554","Connaissance des différents types de batteries véhicules électriques","Domaines d'expertise","Expertises techniques","N","N"
"478555","Mise à jour des connaissances réglementaires","Normes et procédés","Règlementations, normes","N","N"
"478557","Gestion des urgences en maintenance","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478558","Préparation de boissons non alcoolisées","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478559","Nettoyage de surfaces en cuisine","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478560","Accueil et service au comptoir","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478562","Gestion des stocks de condiments","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478563","Utilisation de fours à micro-ondes professionnels","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478564","Gestion des déchets alimentaires","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478565","Organisation de l'espace de travail","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478566","Méthodes et techniques en CND/END thermographie","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478567","Utilisation de logiciels de CND /END spécifiques","Produits, outils et matières","Outils, machines, équipement matériel","N","O"
"478568","Normes de sécurité pour le contrôle et les essais non destructifs (CND/END)","Normes et procédés","Règlementations, normes","N","N"
"478571","Méthodes et techniques en CND/END visuel","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478574","Méthodes et techniques en CND/END émission acoustique","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478575","Utilisation de détecteurs de défauts","Produits, outils et matières","Outils, machines, équipement matériel","N","N"
"478578","Méthodes et techniques en CND/END courants de Foucault","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478579","Connaissance des matériaux composites pour les contrôles et essais non destructifs (CND/END)","Produits, outils et matières","Matières, matériaux","N","N"
"478585","Normes de sécurité pour les spectacles vivants","Normes et procédés","Règlementations, normes","N","N"
"478587","Techniques de résolution de conflits avec les spectateurs","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478588","Connaissance des dispositifs d'urgence en salle","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478589","Préparation et organisation des espaces de spectacle","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478590","Surveillance et rapport des anomalies de la salle","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478592","Connaissance des règlements locaux des salles de spectacle","Normes et procédés","Règlementations, normes","N","N"
"478593","Techniques de communication interpersonnelle efficace","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478594","Gestion du stress en environnement bruyant","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478597","Gestion des eaux pluviales","Techniques professionnelles","Autres techniques professionnelles","O","N"
"478599","Design d'espaces extérieurs","Domaines d'expertise","Arts et culture","O","N"
"478600","Matériaux écologiques","Produits, outils et matières","Matières, matériaux","O","N"
"478601","Techniques de plantation","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","O","N"
"478603","Techniques d'irrigation","Techniques professionnelles","Autres techniques professionnelles","O","N"
"478605","Gestion des commandes de boissons","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478607","Techniques de présentation de boissons","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478608","Connaissance des tendances de consommation","Domaines d'expertise","Expertises sensorielles","N","N"
"478614","Normes de qualité automobile","Normes et procédés","Règlementations, normes","N","N"
"478616","Systèmes de refroidissement","Domaines d'expertise","Expertises techniques","N","N"
"478617","Gestion de la relation client en atelier","Domaines d'expertise","Expertises techniques","N","N"
"478619","Techniques de changement de pneus","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478620","Systèmes de suspension","Domaines d'expertise","Expertises techniques","N","N"
"478622","Gestion des accès utilisateurs","Domaines d'expertise","Langages informatiques","N","O"
"478623","Cryptographie","Domaines d'expertise","Langages informatiques","N","O"
"478624","Sécurité des réseaux","Domaines d'expertise","Langages informatiques","N","O"
"478625","Audit de sécurité informatique","Domaines d'expertise","Expertises techniques","N","O"
"478626","Développement sécurisé de logiciels","Domaines d'expertise","Langages informatiques","N","O"
"478628","Planification de la récupération après sinistre","Domaines d'expertise","Expertises techniques","N","O"
"478630","Protection contre les malwares","Domaines d'expertise","Logiciels, progiciels","N","O"
"478631","Sécurité des applications web","Domaines d'expertise","Langages informatiques","N","O"
"478632","Sécurité des communications mobiles","Domaines d'expertise","Expertises techniques","N","O"
"478633","Gestion des vulnérabilités","Domaines d'expertise","Expertises techniques","N","O"
"478634","Formation en sécurité informatique","Domaines d'expertise","Expertises techniques","N","O"
"478635","Gestion de projets de conservation","Domaines d'expertise","Arts et culture","N","N"
"478637","Méthodes de datation des bâtiments","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478638","Techniques de diagnostic de bâtiments","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478640","Techniques de renforcement des structures","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478641","Gestion des contraintes de site spécifiques","Domaines d'expertise","Expertises techniques","N","N"
"478644","Normes de conservation des œuvres d'art","Normes et procédés","Règlementations, normes","N","N"
"478645","Techniques de documentation architecturale","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478647","Connaissance des itinéraires locaux","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478648","Développement organisationnel","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478650","Connaissance des normes de sécurité pour l'entretien d'espaces naturels","Normes et procédés","Règlementations, normes","O","N"
"478654","Gestion des ressources matérielles","Domaines d'expertise","Expertises techniques","O","N"
"478663","Conception de bases de données","Domaines d'expertise","Langages informatiques","N","O"
"478664","Développement de logiciels embarqués","Domaines d'expertise","Logiciels, progiciels","N","O"
"478665","Optimisation de code pour systèmes embarqués","Domaines d'expertise","Logiciels, progiciels","N","O"
"478666","Gestion de serveurs","Domaines d'expertise","Expertises techniques","N","O"
"478667","Maintenance de systèmes informatiques","Domaines d'expertise","Expertises techniques","N","O"
"478668","Développement front-end","Domaines d'expertise","Langages informatiques","N","O"
"478669","Développement back-end","Domaines d'expertise","Langages informatiques","N","O"
"478670","Test et validation de logiciels","Domaines d'expertise","Logiciels, progiciels","N","O"
"478671","Développement de jeux vidéo","Domaines d'expertise","Langages informatiques","N","O"
"478672","Utilisation de systèmes RFID pour le suivi des stocks","Produits, outils et matières","Outils, machines, équipement matériel","N","O"
"478674","Analyse de données logistiques","Domaines d'expertise","Expertises techniques","N","O"
"478675","Techniques de réduction des délais de livraison","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478676","Gestion des risques logistiques","Domaines d'expertise","Expertises techniques","N","N"
"478677","Connaissance des matériaux d'emballage","Produits, outils et matières","Matières, matériaux","N","N"
"478679","Techniques de communication en logistique","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478682","Conception de protocoles de sécurité","Domaines d'expertise","Expertises techniques","N","O"
"478683","Développement de logiciels sécurisés","Domaines d'expertise","Logiciels, progiciels","N","O"
"478685","Firewalls et systèmes de détection d'intrusions","Domaines d'expertise","Expertises techniques","N","O"
"478686","Gestion des accès et des identités","Domaines d'expertise","Expertises techniques","N","O"
"478688","Sécurité des applications mobiles","Domaines d'expertise","Expertises techniques","N","O"
"478690","Formation en sécurité informatique pour les employés","Domaines d'expertise","Expertises techniques","N","O"
"478691","Gestion de la sécurité des terminaux mobiles","Domaines d'expertise","Expertises techniques","N","O"
"478695","Navigation en terrain non cartographié","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478698","Lecture de cartes militaires","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478700","Techniques de camouflage militaire","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478704","Utilisation de jumelles de vision nocturne","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478705","Protocoles de communication sécurisée","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478707","Sélection génétique des espèces aquatiques","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478708","Surveillance de la qualité de l'eau","Normes et procédés","Règlementations, normes","O","N"
"478710","Techniques d'alimentation en pisciculture","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478711","Gestion des stocks de poissons","Domaines d'expertise","Expertises techniques","N","N"
"478714","Méthodes de reproduction des poissons","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478715","Techniques de capture et de transport de poissons","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478716","Gestion des déchets en pisciculture","Normes et procédés","Règlementations, normes","O","N"
"478717","Espèces aquatiques invasives","Domaines d'expertise","Expertises scientifiques","N","N"
"478719","Pratiques de développement durable en pisciculture","Domaines d'expertise","Expertises techniques","O","N"
"478720","Techniques de biofiltration","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","O","O"
"478721","Gestion des ressources aquatiques","Domaines d'expertise","Expertises techniques","O","N"
"478722","Accueil et réception en hôtellerie","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478723","Service en chambre","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478725","Gestion des stocks de linge","Produits, outils et matières","Mode, textile et accessoires","N","N"
"478746","Communication inter-vehicules via radio","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478749","Techniques de camouflage en terrain hostile","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478750","Procédures d'évacuation d'urgence en engin blindé","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478751","Techniques de survie en milieu isolé","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478752","Principes de mécanique appliquée aux engins blindés","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478753","Utilisation d'équipements de vision nocturne","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478754","Procédures de rapport d'incident","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478759","Maintenance préventive des équipements de production en industrie alimentaire","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","O","N"
"478760","Optimisation de la chaîne de production","Domaines d'expertise","Expertises techniques","N","O"
"478763","Maîtrise des processus d'intégration continue","Domaines d'expertise","Langages informatiques","N","O"
"478764","Connaissance approfondie des API","Domaines d'expertise","Langages informatiques","N","O"
"478765","Tests unitaires et d'intégration","Techniques professionnelles","Autres techniques professionnelles","N","O"
"478766","Optimisation des performances des applications","Techniques professionnelles","Autres techniques professionnelles","N","O"
"478768","Connaissance des principes DevOps","Domaines d'expertise","Langages informatiques","N","O"
"478769","Connaissance des systèmes de versioning","Domaines d'expertise","Logiciels, progiciels","N","O"
"478770","Analyse et résolution de bugs","Techniques professionnelles","Autres techniques professionnelles","N","O"
"478774","Maintenance préventive des équipements de textile","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478775","Contrôle de qualité des produits finis","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478778","Techniques de finition textile","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478780","Gestion des déchets industriels textiles","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478783","Techniques de recyclage des matériaux textiles","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","O","N"
"478786","Formation continue des opérateurs de machines textiles","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478787","Techniques de sonorisation","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478788","Gestion de l'éclairage scénique","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478789","Maintenance de matériel de scène","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478790","Sécurité des installations de spectacle","Normes et procédés","Règlementations, normes","N","N"
"478791","Réglementations des spectacles en public","Normes et procédés","Règlementations, normes","N","N"
"478794","Utilisation de consoles de mixage","Produits, outils et matières","Instruments de musique","N","O"
"478795","Programmation de jeux de lumière","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","O"
"478796","Techniques de câblage audio et vidéo","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","O"
"478797","Utilisation de plateformes de streaming","Produits, outils et matières","Instruments de musique","N","O"
"478798","Optimisation de performances","Domaines d'expertise","Expertises techniques","N","O"
"478799","Gestion de versions de logiciels","Domaines d'expertise","Logiciels, progiciels","N","O"
"478800","Planification de ressources informatiques","Domaines d'expertise","Logiciels, progiciels","N","O"
"478801","Conseil en systèmes d'information","Domaines d'expertise","Logiciels, progiciels","N","O"
"478808","Analyse de performance réseau","Domaines d'expertise","Expertises techniques","N","O"
"478811","Virtualisation de réseau","Domaines d'expertise","Expertises techniques","N","O"
"478812","Technologies sans fil","Domaines d'expertise","Expertises techniques","N","O"
"478816","Techniques de latte art","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478817","Maintenance de machines à café","Produits, outils et matières","Outils, machines, équipement matériel","N","N"
"478820","Gestion des stocks de café et consommables","Produits, outils et matières","Aliments et spécialités culinaires","N","N"
"478821","Nettoyage et entretien de l'espace café","Produits, outils et matières","Outils, machines, équipement matériel","N","N"
"478822","Normes sanitaires","Normes et procédés","Règlementations, normes","O","N"
