"code_centre_interet","libelle_centre_interet","code_ogr_rome","code_rome","libelle_rome","principal"
"11","J'aime faire respecter la loi, les règles","509351","D1422","Chargé / Chargée de recouvrement de créances","non"
"11","J'aime faire respecter la loi, les règles","135","E1304","Agent / Agente de façonnage et routage","non"
"11","J'aime faire respecter la loi, les règles","509894","E1310","Contrôleur / Contrôleuse qualité en industrie graphique","non"
"11","J'aime faire respecter la loi, les règles","510250","E1312","Lecteur-correcteur / Lectrice-correctrice","non"
"11","J'aime faire respecter la loi, les règles","144","F1103","Diagnostiqueur / Diagnostiqueuse immobilier","oui"
"11","J'aime faire respecter la loi, les règles","509494","F1130","Contrôleur / Contrôleuse technique de la construction (CTC)","oui"
"11","J'aime faire respecter la loi, les règles","153","F1204","Animateur / Animatrice QSE - Qualité Sécurité Environnement BTP","oui"
"11","J'aime faire respecter la loi, les règles","488321","H1104","Directeur / Directrice des affaires médicales pharmaceutiques","non"
"11","J'aime faire respecter la loi, les règles","404541","H1211","Attaché / Attachée de recherche clinique (ARC)","non"
"11","J'aime faire respecter la loi, les règles","222","H1301","Inspecteur / Inspectrice de conformité","oui"
"11","J'aime faire respecter la loi, les règles","223","H1302","Ingénieur / Ingénieure Hygiène, Sécurité et Environnement en industrie (HSE)","oui"
"11","J'aime faire respecter la loi, les règles","224","H1303","Technicien / Technicienne en Hygiène, Sécurité, Environnement industriel (HSE)","oui"
"11","J'aime faire respecter la loi, les règles","488285","H1304","Responsable environnement en industrie","oui"
"11","J'aime faire respecter la loi, les règles","488596","H1305","Vérificateur / Vérificatrice de conformité industrielle","oui"
"11","J'aime faire respecter la loi, les règles","488619","H1306","Ingénieur / Ingénieure sûreté en industrie nucléaire","oui"
"11","J'aime faire respecter la loi, les règles","488751","H1307","Responsable de la conformité industrielle","oui"
"11","J'aime faire respecter la loi, les règles","489181","H1308","Animateur / Animatrice en Hygiène Sécurité Environnement (HSE)","non"
"11","J'aime faire respecter la loi, les règles","489183","H1309","Technicien / Technicienne en radioprotection","oui"
"11","J'aime faire respecter la loi, les règles","227","H1403","Gestionnaire de flux de production","non"
"11","J'aime faire respecter la loi, les règles","229","H1501","Responsable de laboratoire d'analyse industrielle","non"
"11","J'aime faire respecter la loi, les règles","230","H1502","Responsable qualité en industrie","non"
"11","J'aime faire respecter la loi, les règles","231","H1503","Technicien / Technicienne de laboratoire d'analyse industrielle","oui"
"11","J'aime faire respecter la loi, les règles","232","H1504","Contrôleur / Contrôleuse technique en électricité-électronique","oui"
"11","J'aime faire respecter la loi, les règles","234","H1506","Contrôleur / Contrôleuse technique en métallurgie","oui"
"11","J'aime faire respecter la loi, les règles","404542","H1507","Chargé / Chargée des affaires réglementaires","oui"
"11","J'aime faire respecter la loi, les règles","488278","H1508","Assureur / Assureuse qualité industrie","oui"
"11","J'aime faire respecter la loi, les règles","488284","H1509","Responsable des affaires règlementaires en industrie pharmaceutique","oui"
"11","J'aime faire respecter la loi, les règles","488296","H1510","Technicien / Technicienne de laboratoire de contrôle en industrie pharmaceutique","non"
"11","J'aime faire respecter la loi, les règles","488309","H1511","Chargé / Chargée de validation-qualification en industrie pharmaceutique","oui"
"11","J'aime faire respecter la loi, les règles","488312","H1512","Directeur / Directrice de zone en industrie pharmaceutique","non"
"11","J'aime faire respecter la loi, les règles","488314","H1513","Responsable de pharmacovigilance en industrie pharmaceutique","non"
"11","J'aime faire respecter la loi, les règles","488330","H1514","Chargé / Chargée de pharmacovigilance en industrie pharmaceutique","oui"
"11","J'aime faire respecter la loi, les règles","488336","H1515","Auditeur / Auditrice qualité en industrie","oui"
"11","J'aime faire respecter la loi, les règles","488343","H1517","Responsable de laboratoire de contrôle en industrie pharmaceutique","non"
"11","J'aime faire respecter la loi, les règles","488344","H1518","Responsable assurance qualité en industrie","oui"
"11","J'aime faire respecter la loi, les règles","488352","H1519","Responsable éthique-déontologie-conformité en industrie pharmaceutique","oui"
"11","J'aime faire respecter la loi, les règles","488353","H1520","Ingénieur / Ingénieure assurance qualité en industrie","oui"
"11","J'aime faire respecter la loi, les règles","488565","H1521","Technicien / Technicienne de validation-qualification","non"
"11","J'aime faire respecter la loi, les règles","488632","H1522","Technicien / Technicienne en contrôles et essais non destructifs (CND END)","oui"
"11","J'aime faire respecter la loi, les règles","509345","H1523","Responsable Qualité Sécurité Environnement -QSE- en industrie","non"
"11","J'aime faire respecter la loi, les règles","509526","H1524","Qualiticien / Qualiticienne en industrie","oui"
"11","J'aime faire respecter la loi, les règles","509528","H1525","Biologiste de contrôle fabrication en industrie","oui"
"11","J'aime faire respecter la loi, les règles","509637","H1526","Technicien / Technicienne qualité-surveillance d'installations industrielles","oui"
"11","J'aime faire respecter la loi, les règles","509670","H1527","Ingénieur / Ingénieure qualité en industrie","oui"
"11","J'aime faire respecter la loi, les règles","509786","H1528","Technicien / Technicienne qualité en industrie","oui"
"11","J'aime faire respecter la loi, les règles","509879","H1529","Chargé / Chargée de matériovigilance","oui"
"11","J'aime faire respecter la loi, les règles","510069","H1530","Technicien / Technicienne de la qualité de l'eau","oui"
"11","J'aime faire respecter la loi, les règles","510271","H1531","Opérateur / Opératrice de laboratoire d'analyse industrielle","oui"
"11","J'aime faire respecter la loi, les règles","510305","H1532","Responsable de contrôle non destructif en industrie","non"
"11","J'aime faire respecter la loi, les règles","510457","H1533","Ingénieur / Ingénieure CND END","non"
"11","J'aime faire respecter la loi, les règles","510637","H1534","Ingénieur / Ingénieure d'analyse industrielle","oui"
"11","J'aime faire respecter la loi, les règles","261","H2415","Contrôleur / Contrôleuse en industrie textile","oui"
"11","J'aime faire respecter la loi, les règles","269","H2603","Opérateur / Opératrice sur machines automatisées en production électrique","oui"
"11","J'aime faire respecter la loi, les règles","272","H2701","Technicien / Technicienne énergie","oui"
"11","J'aime faire respecter la loi, les règles","488305","H2702","Conducteur / Conductrice de bloc nucléaire","oui"
"11","J'aime faire respecter la loi, les règles","509386","H2707","Technicien / Technicienne essais en industrie nucléaire","oui"
"11","J'aime faire respecter la loi, les règles","273","H2801","Agent / Agente de fabrication du verre","oui"
"11","J'aime faire respecter la loi, les règles","274","H2802","Opérateur / Opératrice de fabrication en matériaux de construction","oui"
"11","J'aime faire respecter la loi, les règles","294","H3201","Plasturgiste","non"
"11","J'aime faire respecter la loi, les règles","304","I1101","Directeur / Directrice de la gestion technique des bâtiments","non"
"11","J'aime faire respecter la loi, les règles","488628","I1205","Installateur vérificateur / Installatrice vérificatrice d'extincteurs","oui"
"11","J'aime faire respecter la loi, les règles","512362","I1322","Technicien / Technicienne de maintenance des automates bancaires","oui"
"11","J'aime faire respecter la loi, les règles","323","I1502","Scaphandrier / Scaphandrière","non"
"11","J'aime faire respecter la loi, les règles","324","I1503","Technicien / Technicienne en risques technologiques","oui"
"11","J'aime faire respecter la loi, les règles","488273","I1504","Décontaminateur / Décontamineuse nucléaire et radiologique","oui"
"11","J'aime faire respecter la loi, les règles","488281","I1505","Technicien / Technicienne déchet nucléaire","oui"
"11","J'aime faire respecter la loi, les règles","489013","I1507","Opérateur / Opératrice démantèlement nucléaire","oui"
"11","J'aime faire respecter la loi, les règles","327","I1603","Mécanicien-réparateur / Mécanicienne-réparatrice en matériels agricoles","non"
"11","J'aime faire respecter la loi, les règles","365","K1102","Mandataire judiciaire à la protection des majeurs (MJPM)","non"
"11","J'aime faire respecter la loi, les règles","371","K1204","Médiateur social / Médiatrice sociale","non"
"11","J'aime faire respecter la loi, les règles","510206","K1223","Technicien / Technicienne de l'administration pénitentiaire","non"
"11","J'aime faire respecter la loi, les règles","510064","K1227","Directeur / Directrice technique de l'administration pénitentiaire","non"
"11","J'aime faire respecter la loi, les règles","383","K1405","Préfet / Préfète","non"
"11","J'aime faire respecter la loi, les règles","404545","K1406","Secrétaire de mairie","non"
"11","J'aime faire respecter la loi, les règles","509935","K1416","Directeur / Directrice des services pénitentiaires d'insertion et de probation (DSPIP)","non"
"11","J'aime faire respecter la loi, les règles","510156","K1420","Directeur / Directrice d'établissement pénitentiaire","non"
"11","J'aime faire respecter la loi, les règles","384","K1501","Agent / Agente d'administration principal(e) des douanes","oui"
"11","J'aime faire respecter la loi, les règles","385","K1502","Inspecteur / Inspectrice du travail","non"
"11","J'aime faire respecter la loi, les règles","386","K1503","Contrôleur / Contrôleuse des impôts","non"
"11","J'aime faire respecter la loi, les règles","387","K1504","Percepteur / Perceptrice des impôts et du Trésor Public","oui"
"11","J'aime faire respecter la loi, les règles","388","K1505","Inspecteur / Inspectrice des douanes","oui"
"11","J'aime faire respecter la loi, les règles","509359","K1506","Inspecteur / Inspectrice de la concurrence, de la consommation et de la répression des fraudes","oui"
"11","J'aime faire respecter la loi, les règles","509377","K1507","Chef / Cheffe de centre des impôts","non"
"11","J'aime faire respecter la loi, les règles","510301","K1509","Adjoint / Adjointe de contrôle de la concurrence, de la consommation et de la répression des fraudes","oui"
"11","J'aime faire respecter la loi, les règles","509669","K1510","Contrôleur / Contrôleuse du Trésor public","non"
"11","J'aime faire respecter la loi, les règles","509890","K1511","Inspecteur / Inspectrice des impôts","non"
"11","J'aime faire respecter la loi, les règles","509772","K1512","Chef / Cheffe de poste du Trésor public","oui"
"11","J'aime faire respecter la loi, les règles","509784","K1513","Chargé / Chargée de l'exécution de la dépense publique","oui"
"11","J'aime faire respecter la loi, les règles","391","K1701","Combattant / Combattante en milieu terrestre","non"
"11","J'aime faire respecter la loi, les règles","393","K1703","Responsable Opérationnel / Opérationnelle de la défense","non"
"11","J'aime faire respecter la loi, les règles","394","K1704","Officier / Officière de police","oui"
"11","J'aime faire respecter la loi, les règles","396","K1706","Agent / Agente de la force publique","oui"
"11","J'aime faire respecter la loi, les règles","397","K1707","Policier municipal / Policière municipale","oui"
"11","J'aime faire respecter la loi, les règles","488295","K1708","Gardien / Gardienne de la paix","oui"
"11","J'aime faire respecter la loi, les règles","488320","K1709","Commissaire de police","oui"
"11","J'aime faire respecter la loi, les règles","488345","K1710","Officier de police judiciaire / Officière de police judiciaire","non"
"11","J'aime faire respecter la loi, les règles","488708","K1712","Conducteur / Conductrice de véhicule de combat","non"
"11","J'aime faire respecter la loi, les règles","488712","K1713","Tireur / Tireuse d'engin blindé","non"
"11","J'aime faire respecter la loi, les règles","488906","K1715","Officier / Officière des forces armées","non"
"11","J'aime faire respecter la loi, les règles","488907","K1716","Chef / Cheffe de service pénitentiaire","oui"
"11","J'aime faire respecter la loi, les règles","489167","K1719","Chef / Cheffe de police municipale","oui"
"11","J'aime faire respecter la loi, les règles","489186","K1720","Gardien / Gardienne de compagnie républicaine de sécurité","non"
"11","J'aime faire respecter la loi, les règles","489212","K1721","Technicien / Technicienne en investigation criminelle","non"
"11","J'aime faire respecter la loi, les règles","510608","K1725","Responsable des opérations militaires en milieu maritime","non"
"11","J'aime faire respecter la loi, les règles","510600","K1727","Chargé / Chargée du guidage d’aéronef militaire","oui"
"11","J'aime faire respecter la loi, les règles","510470","K1729","Opérateur / Opératrice en pyrotechnie militaire","non"
"11","J'aime faire respecter la loi, les règles","510473","K1730","Spécialiste de la protection des forces, installations ou matériels sensibles de l’Etat","non"
"11","J'aime faire respecter la loi, les règles","510475","K1731","Responsable des opérations militaires en milieu aéroterrestre","non"
"11","J'aime faire respecter la loi, les règles","510599","K1732","Spécialiste des systèmes de communication opérationnels","non"
"11","J'aime faire respecter la loi, les règles","510584","K1733","Combattant / Combattante des forces spéciales militaires","non"
"11","J'aime faire respecter la loi, les règles","510587","K1734","Spécialiste du soutien armement nucléaire","non"
"11","J'aime faire respecter la loi, les règles","510588","K1735","Architecte système de force, d’arme ou équipement militaire","non"
"11","J'aime faire respecter la loi, les règles","510597","K1736","Spécialiste de l’aide au déploiement des forces combattantes","non"
"11","J'aime faire respecter la loi, les règles","510591","K1737","Combattant / Combattante en milieu maritime","non"
"11","J'aime faire respecter la loi, les règles","510596","K1738","Spécialiste du soutien ou de la formation propulsion nucléaire","non"
"11","J'aime faire respecter la loi, les règles","400","K1901","Notaire","oui"
"11","J'aime faire respecter la loi, les règles","401","K1902","Clerc de notaire","oui"
"11","J'aime faire respecter la loi, les règles","402","K1903","Juriste","oui"
"11","J'aime faire respecter la loi, les règles","403","K1904","Juge","oui"
"11","J'aime faire respecter la loi, les règles","488574","K1905","Huissier / Huissière de justice","oui"
"11","J'aime faire respecter la loi, les règles","488602","K1906","Délégué / Déléguée à la protection des données - Data Protection Officer","oui"
"11","J'aime faire respecter la loi, les règles","489169","K1908","Responsable de service contentieux et recouvrement","oui"
"11","J'aime faire respecter la loi, les règles","510190","K1909","Greffier / Greffière","oui"
"11","J'aime faire respecter la loi, les règles","510013","K1910","Commissaire à la Cour des comptes","oui"
"11","J'aime faire respecter la loi, les règles","406","K2103","Chef / Cheffe d'établissement d'enseignement","non"
"11","J'aime faire respecter la loi, les règles","407","K2104","Surveillant / Surveillante en milieu scolaire","non"
"11","J'aime faire respecter la loi, les règles","413","K2110","Enseignant / Enseignante de la conduite et de la sécurité routière","non"
"11","J'aime faire respecter la loi, les règles","509671","K2128","Formateur / Formatrice aux métiers de l'éducation et de la sécurité routière","non"
"11","J'aime faire respecter la loi, les règles","510193","K2146","Responsable d'internat","non"
"11","J'aime faire respecter la loi, les règles","509398","K2315","Inspecteur / Inspectrice de salubrité publique","oui"
"11","J'aime faire respecter la loi, les règles","430","K2503","Agent / Agente de prévention et de sécurité","non"
"11","J'aime faire respecter la loi, les règles","404548","K2504","Agent / Agente de sécurité événementielle","oui"
"11","J'aime faire respecter la loi, les règles","488730","K2506","Convoyeur / Convoyeuse de fonds","oui"
"11","J'aime faire respecter la loi, les règles","509543","K2507","Agent / Agente d'exploitation et de sûreté aéroportuaire","non"
"11","J'aime faire respecter la loi, les règles","509689","K2508","Agent / Agente de protection rapprochée","non"
"11","J'aime faire respecter la loi, les règles","509690","K2509","Opérateur / Opératrice en télésurveillance","oui"
"11","J'aime faire respecter la loi, les règles","510292","K2510","Agent / Agente cynophile de sécurité","non"
"11","J'aime faire respecter la loi, les règles","488306","L1402","Arbitre professionnel / Professionnelle de discipline sportive","oui"
"11","J'aime faire respecter la loi, les règles","459","M1202","Auditeur comptable et financier / Auditrice comptable et financière","non"
"11","J'aime faire respecter la loi, les règles","460","M1203","Comptable","non"
"11","J'aime faire respecter la loi, les règles","462","M1205","Directeur / Directrice des services administratifs et financiers","non"
"11","J'aime faire respecter la loi, les règles","463","M1206","Responsable comptabilité","non"
"11","J'aime faire respecter la loi, les règles","464","M1207","Trésorier / Trésorière","non"
"11","J'aime faire respecter la loi, les règles","489196","M1210","Commissaire aux comptes","non"
"11","J'aime faire respecter la loi, les règles","509538","M1214","Négociateur / Négociatrice en devises","non"
"11","J'aime faire respecter la loi, les règles","509553","M1215","Contrôleur comptable et financier / Contrôleuse comptable et financière","non"
"11","J'aime faire respecter la loi, les règles","510284","M1217","Intendant / Intendante d'établissement scolaire (lycée, collège...)","non"
"11","J'aime faire respecter la loi, les règles","509880","M1222","Assistant / Assistante de contrôle budgétaire","non"
"11","J'aime faire respecter la loi, les règles","510267","M1225","Aide-comptable","non"
"11","J'aime faire respecter la loi, les règles","509391","M1415","Auditeur social / Auditrice sociale","non"
"11","J'aime faire respecter la loi, les règles","509399","M1416","Animateur / Animatrice qualité services","non"
"11","J'aime faire respecter la loi, les règles","510195","M1428","Directeur / Directrice qualité services","non"
"11","J'aime faire respecter la loi, les règles","471","M1501","Assistant / Assistante Ressources Humaines (RH)","non"
"11","J'aime faire respecter la loi, les règles","488773","M1507","Gestionnaire paie","non"
"11","J'aime faire respecter la loi, les règles","510401","M1509","Responsable paie et administration du personnel","non"
"11","J'aime faire respecter la loi, les règles","488787","M1612","Assistant / Assistante de service juridique","oui"
"11","J'aime faire respecter la loi, les règles","489184","M1617","Médecin responsable de la Documentation et de l'Information Médicale (Médecin responsable -DIM-)","oui"
"11","J'aime faire respecter la loi, les règles","510059","M1620","Superviseur / Superviseuse de distributeurs d'imprimés","non"
"11","J'aime faire respecter la loi, les règles","489017","M1844","Analyste en cybersécurité","non"
"11","J'aime faire respecter la loi, les règles","489174","M1857","Urbaniste Datacenter","non"
"11","J'aime faire respecter la loi, les règles","489218","M1863","Evaluateur / Evaluatrice sécurité des systèmes et produits informatiques","oui"
"11","J'aime faire respecter la loi, les règles","513","N2202","Contrôleur aérien / Contrôleuse aérienne","oui"
"11","J'aime faire respecter la loi, les règles","510602","N2208","Contrôleur / Contrôleuse de la circulation et de la défense aérienne","oui"
"11","J'aime faire respecter la loi, les règles","510185","N3205","Assistant / Assistante d'exploitation du transport fluvial","non"
"11","J'aime faire respecter la loi, les règles","489190","N4132","Contrôleur / Contrôleuse de bus","oui"
"11","J'aime faire respecter la loi, les règles","533","N4302","Contrôleur / Contrôleuse des transports en commun","oui"
"12","J'aime jouer avec les mots","120","E1102","Ecrivain / Ecrivaine","oui"
"12","J'aime jouer avec les mots","123","E1105","Editeur / Editrice","oui"
"12","J'aime jouer avec les mots","124","E1106","Journaliste","oui"
"12","J'aime jouer avec les mots","126","E1108","Traducteur / Traductrice","oui"
"12","J'aime jouer avec les mots","488749","E1110","Directeur / Directrice de la rédaction","non"
"12","J'aime jouer avec les mots","509400","E1114","Reporter / Reportrice","oui"
"12","J'aime jouer avec les mots","509668","E1116","Responsable d'édition en presse","non"
"12","J'aime jouer avec les mots","510053","E1118","Présentateur / Présentatrice journaliste","non"
"12","J'aime jouer avec les mots","510054","E1119","Concepteur rédacteur / Conceptrice rédactrice","non"
"12","J'aime jouer avec les mots","510140","E1120","Chef / Cheffe de projets traduction","oui"
"12","J'aime jouer avec les mots","510143","E1121","Secrétaire de rédaction","oui"
"12","J'aime jouer avec les mots","510255","E1122","Transcripteur adaptateur / Transcriptrice adaptatrice","non"
"12","J'aime jouer avec les mots","510439","E1126","Auteur / Auteure de jeux de société","non"
"12","J'aime jouer avec les mots","510250","E1312","Lecteur-correcteur / Lectrice-correctrice","oui"
"12","J'aime jouer avec les mots","512357","E1413","Chef / Cheffe de projet publicitaire","non"
"12","J'aime jouer avec les mots","489193","G1223","Animateur / Animatrice en site de divertissement","non"
"12","J'aime jouer avec les mots","218","H1207","Rédacteur / Rédactrice technique","non"
"12","J'aime jouer avec les mots","510309","H1226","Rédacteur médical / Rédactrice médicale en industrie pharmaceutique","non"
"12","J'aime jouer avec les mots","509699","H1234","Responsable de service de rédaction technique","non"
"12","J'aime jouer avec les mots","402","K1903","Juriste","non"
"12","J'aime jouer avec les mots","510294","K2605","Maître / Maîtresse de cérémonie funéraire","non"
"12","J'aime jouer avec les mots","437","L1103","Animateur / Animatrice d'antenne","non"
"12","J'aime jouer avec les mots","510454","L1104","Animateur / Animatrice événementiel","non"
"12","J'aime jouer avec les mots","439","L1202","Musicien / Musicienne","non"
"12","J'aime jouer avec les mots","488723","L1205","Artiste-interprète","non"
"13","J'aime l'activité physique","6","A1101","Conducteur / Conductrice d'engins agricoles","non"
"13","J'aime l'activité physique","403950","A1102","Conducteur / Conductrice d'engins d'exploitation forestière","non"
"13","J'aime l'activité physique","7","A1201","Bûcheron / Bûcheronne","non"
"13","J'aime l'activité physique","9","A1203","Agent / Agente d'entretien des espaces verts","non"
"13","J'aime l'activité physique","488755","A1209","Elagueur / Elagueuse","oui"
"13","J'aime l'activité physique","510022","A1310","Technicien / Technicienne de production animale","non"
"13","J'aime l'activité physique","510154","A1311","Technicien forestier / Technicienne forestière","non"
"13","J'aime l'activité physique","15","A1401","Cueilleur / Cueilleuse de fruits","non"
"13","J'aime l'activité physique","16","A1402","Aide agricole en production végétale","non"
"13","J'aime l'activité physique","18","A1404","Aquaculteur / Aquacultrice","non"
"13","J'aime l'activité physique","19","A1405","Arboriculteur / Arboricultrice","non"
"13","J'aime l'activité physique","21","A1407","Eleveur / Eleveuse de bovins","non"
"13","J'aime l'activité physique","22","A1408","Eleveur / Eleveuse d'animaux sauvages","non"
"13","J'aime l'activité physique","28","A1414","Horticulteur / Horticultrice","non"
"13","J'aime l'activité physique","29","A1415","Marin-pêcheur","non"
"13","J'aime l'activité physique","30","A1416","Exploitant / Exploitante agricole","non"
"13","J'aime l'activité physique","31","A1417","Saliculteur / Salicultrice","non"
"13","J'aime l'activité physique","403953","A1418","Viticulteur / Viticultrice","non"
"13","J'aime l'activité physique","403955","A1419","Ouvrier agricole polyvalent / Ouvrière agricole polyvalente","non"
"13","J'aime l'activité physique","403957","A1421","Palefrenier soigneur / Palefrenière soigneuse","non"
"13","J'aime l'activité physique","488766","A1426","Educateur canin / Educatrice canine","non"
"13","J'aime l'activité physique","488776","A1427","Goémonier / Goémonière","non"
"13","J'aime l'activité physique","488903","A1428","Algoculteur / Algocultrice","non"
"13","J'aime l'activité physique","489063","A1431","Ouvrier / Ouvrière piscicole","non"
"13","J'aime l'activité physique","509364","A1432","Osiériculteur / Osiéricultrice","non"
"13","J'aime l'activité physique","509394","A1433","Maraîcher / Maraîchère","non"
"13","J'aime l'activité physique","510303","A1434","Tabaculteur / Tabacultrice","non"
"13","J'aime l'activité physique","509512","A1436","Conducteur / Conductrice de travaux en entreprise de travaux agricoles","non"
"13","J'aime l'activité physique","509516","A1437","Champignonniste","non"
"13","J'aime l'activité physique","509530","A1438","Pêcheur / Pêcheuse à pied","non"
"13","J'aime l'activité physique","509679","A1439","Eleveur / Eleveuse d'équidés","non"
"13","J'aime l'activité physique","509768","A1441","Pépiniériste","non"
"13","J'aime l'activité physique","509813","A1442","Eleveur / Eleveuse de lapins","non"
"13","J'aime l'activité physique","510021","A1444","Aide agricole en production fruitière","non"
"13","J'aime l'activité physique","510171","A1445","Pêcheur sous-marin / Pêcheuse sous-marine","non"
"13","J'aime l'activité physique","35","A1504","Vétérinaire","non"
"13","J'aime l'activité physique","488328","A1505","Animalier / Animalière de laboratoire","non"
"13","J'aime l'activité physique","488759","A1506","Soigneur animalier / Soigneuse animalière","non"
"13","J'aime l'activité physique","509692","A1508","Dresseur animalier / Dresseuse animalière","non"
"13","J'aime l'activité physique","510027","A1510","Préparateur / Préparatrice d'équidés","non"
"13","J'aime l'activité physique","510288","A1511","Gardien / Gardienne d'animaux","non"
"13","J'aime l'activité physique","97","D1211","Vendeur / Vendeuse d'articles de sport et loisirs","non"
"13","J'aime l'activité physique","116","D1507","Employé / Employée de rayon libre-service","non"
"13","J'aime l'activité physique","490402","F1207","Chef / Cheffe d'équipe travaux publics","non"
"13","J'aime l'activité physique","158","F1501","Monteur / Monteuse de structures bois","non"
"13","J'aime l'activité physique","159","F1502","Monteur / Monteuse en structures métalliques","non"
"13","J'aime l'activité physique","510636","F1505","Echafaudeur / Echafaudeuse","non"
"13","J'aime l'activité physique","171","F1611","Façadier / Façadière itéiste","non"
"13","J'aime l'activité physique","173","F1613","Etancheur / Etancheuse","non"
"13","J'aime l'activité physique","404037","F1619","Couvreur / Couvreuse","non"
"13","J'aime l'activité physique","489030","F1623","Monteur / Monteuse installation réseaux mobiles","non"
"13","J'aime l'activité physique","509352","F1626","Calorifugeur / Calorifugeuse","non"
"13","J'aime l'activité physique","509523","F1627","Poseur / Poseuse de compteurs","non"
"13","J'aime l'activité physique","178","F1705","Poseur / Poseuse de canalisations","non"
"13","J'aime l'activité physique","403952","F1707","Maçon / Maçonne du paysage","non"
"13","J'aime l'activité physique","403954","F1708","Installateur-poseur / Installatrice-poseuse de piscines préfabriquées","non"
"13","J'aime l'activité physique","404038","F1709","Démolisseur / Démolisseuse","non"
"13","J'aime l'activité physique","509369","F1711","Poseur / Poseuse de voies ferrées","non"
"13","J'aime l'activité physique","184","G1203","Animateur / Animatrice jeunesse","non"
"13","J'aime l'activité physique","185","G1204","Educateur sportif / Educatrice sportive","oui"
"13","J'aime l'activité physique","403072","G1207","Surveillant / Surveillante de baignade","oui"
"13","J'aime l'activité physique","403077","G1208","Entraîneur / Entraîneure de sport professionnel et de haut niveau","oui"
"13","J'aime l'activité physique","403078","G1209","Animateur / Animatrice de loisirs sportifs","oui"
"13","J'aime l'activité physique","403958","G1210","Enseignant / Enseignante d'équitation","non"
"13","J'aime l'activité physique","404961","G1211","Analyste de la performance sportive","oui"
"13","J'aime l'activité physique","404962","G1212","Animateur socio-sportif / Animatrice socio-sportive","oui"
"13","J'aime l'activité physique","404966","G1214","Directeur sportif / Directrice sportive","non"
"13","J'aime l'activité physique","404967","G1215","Educateur sportif / Educatrice sportive Santé","oui"
"13","J'aime l'activité physique","404970","G1216","Moniteur / Monitrice de sport nature","oui"
"13","J'aime l'activité physique","404971","G1217","Moniteur / Monitrice en salle de sport","oui"
"13","J'aime l'activité physique","404975","G1218","Préparateur / Préparatrice physique","oui"
"13","J'aime l'activité physique","488288","G1220","Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées","non"
"13","J'aime l'activité physique","488616","G1224","Maître-nageur sauveteur / Maître-nageuse sauveteuse","oui"
"13","J'aime l'activité physique","488733","G1226","Chef / Cheffe de bassin","oui"
"13","J'aime l'activité physique","488779","G1228","Guide de haute montagne","non"
"13","J'aime l'activité physique","489050","G1233","Préparateur mental / Préparatrice mentale du sport","oui"
"13","J'aime l'activité physique","489070","G1234","Musher guide de randonnée en traîneau","oui"
"13","J'aime l'activité physique","509374","G1235","Animateur / Animatrice de séjour de vacances","non"
"13","J'aime l'activité physique","509387","G1236","Animateur / Animatrice de club de vacances","non"
"13","J'aime l'activité physique","509764","G1239","Responsable d'animation","non"
"13","J'aime l'activité physique","510396","G1241","Directeur / Directrice de centre de séjour de vacances","non"
"13","J'aime l'activité physique","235","H2101","Ouvrier / Ouvrière d'abattoir","non"
"13","J'aime l'activité physique","513853","H2215","Caissier / Caissière de l'emballage industriel","non"
"13","J'aime l'activité physique","279","H2902","Chaudronnier / Chaudronnière","non"
"13","J'aime l'activité physique","308","I1202","Agent / Agente d'exploitation de la voirie","non"
"13","J'aime l'activité physique","510024","I1206","Chef / Cheffe d'équipe en mobilier urbain et publicitaire","non"
"13","J'aime l'activité physique","510070","I1207","Agent / Agente de maintenance de mobilier urbain et publicitaire","non"
"13","J'aime l'activité physique","510297","I1208","Patrouilleur autoroutier / Patrouilleuse autoroutière","non"
"13","J'aime l'activité physique","317","I1308","Chauffagiste","non"
"13","J'aime l'activité physique","509367","I1321","Technicien / Technicienne de maintenance d'éoliennes","non"
"13","J'aime l'activité physique","322","I1501","Cordiste","non"
"13","J'aime l'activité physique","323","I1502","Scaphandrier / Scaphandrière","non"
"13","J'aime l'activité physique","509651","I1508","Désamianteur / Désamianteuse","non"
"13","J'aime l'activité physique","512364","J1414","Coordinateur / Coordinatrice en activité physique adaptée","non"
"13","J'aime l'activité physique","512363","J1415","Enseignant / Enseignante en activité physique adaptée (EAPA)","non"
"13","J'aime l'activité physique","395","K1705","Secouriste","non"
"13","J'aime l'activité physique","510040","K1726","Pisteur / Pisteuse secouriste","non"
"13","J'aime l'activité physique","488581","K2205","Agent / Agente de propreté de locaux","non"
"13","J'aime l'activité physique","420","K2301","Agent / Agente d'exploitation des réseaux d'assainissement","non"
"13","J'aime l'activité physique","488790","K2307","Agent / Agente de propreté urbaine","oui"
"13","J'aime l'activité physique","510264","K2313","Technicien chargé / Technicienne chargée de la police des eaux","non"
"13","J'aime l'activité physique","509889","K2318","Agent / Agente de déchetterie","oui"
"13","J'aime l'activité physique","509701","K2321","Egoutier / Egoutière","non"
"13","J'aime l'activité physique","430","K2503","Agent / Agente de prévention et de sécurité","non"
"13","J'aime l'activité physique","509543","K2507","Agent / Agente d'exploitation et de sûreté aéroportuaire","non"
"13","J'aime l'activité physique","509689","K2508","Agent / Agente de protection rapprochée","non"
"13","J'aime l'activité physique","510292","K2510","Agent / Agente cynophile de sécurité","non"
"13","J'aime l'activité physique","438","L1201","Danseur / Danseuse","non"
"13","J'aime l'activité physique","441","L1204","Artiste de cirque","non"
