"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"H1217","3","definition","7","Respecte les normes de sécurité et environnementales dans toutes les activités de formulation"
"H1217","4","acces_metier","1","Cet emploi est accessible avec un BTS ou DUT en chimie ou biochimie, ou une Licence Professionnelle en chimie ou sciences des matériaux."
"H1218","3","definition","1","Le Responsable de projet Recherche et Développement (R&D) supervise et coordonne les projets de recherche pour innover et améliorer les produits."
"H1218","3","definition","2","Dirige et coordonne les projets de recherche et développement pour créer de nouveaux produits ou améliorer les existants"
"H1218","3","definition","3","Collabore étroitement avec les équipes techniques, marketing et commerciales pour aligner les objectifs de R&D avec les stratégies de l''entreprise"
"H1218","3","definition","4","Supervise les phases de test et d''analyse pour garantir la conformité des produits aux normes de qualité et réglementations en vigueur"
"H1218","3","definition","5","Gère le budget, les ressources et le planning des projets pour optimiser les coûts et les délais"
"H1218","3","definition","6","Reste à l''avant-garde des tendances technologiques et scientifiques pour intégrer les innovations pertinentes"
"H1218","3","definition","7","Présente les résultats des projets de R&D aux parties prenantes et contribue à la prise de décision stratégique"
"H1218","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''Ingénieur, un Doctorat en sciences ou un Diplôme d''Etat de pharmacien ou de médecin."
"H1219","3","definition","1","Le/ La Responsable opérationnel(le) des études cliniques gère la planification, la mise en œuvre et le suivi des essais cliniques pour garantir leur conformité et leur succès."
"H1219","3","definition","2","Supervise la conception, la planification et la réalisation des études cliniques conformément aux normes réglementaires"
"H1219","3","definition","3","Coordonne les équipes multidisciplinaires impliquées dans les études cliniques"
"H1219","3","definition","4","Assure la liaison avec les autorités sanitaires et les comités éthiques"
"H1219","3","definition","5","Analyse et interprète les données recueillies lors des études"
"H1219","3","definition","6","Rédige les rapports d''étude et les publications scientifiques"
"H1219","3","definition","7","Veille au respect des délais, du budget et de la qualité des études"
"H1219","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d’État de docteur en médecine, un Diplôme d’État de docteur en pharmacie, un Master biologie et santé ou un Master sciences du médicament."
"H1220","3","definition","1","Le Responsable formulation joue un rôle crucial dans le développement et l''amélioration des produits en industrie pharmaceutique."
"H1220","3","definition","2","Définit les spécifications des produits et les procédures de formulation"
"H1220","3","definition","3","Supervise les essais et valide les formules avant production"
"H1220","3","definition","4","Collabore étroitement avec les équipes de recherche et développement pour innover"
"H1220","3","definition","5","Assure la conformité des produits aux normes de qualité et réglementations en vigueur"
"H1220","3","definition","6","Optimise les coûts et les processus de production"
"H1220","3","definition","7","Forme et encadre les équipes techniques aux nouvelles formulations"
"H1220","4","acces_metier","1","Cet emploi est accessible avec un Master en chimie, un Diplôme d’État de docteur en pharmacie ou un Diplôme d''ingénieur en génie chimique. Les formations dans les domaines de la chimie et du génie chimique sont pertinentes pour ce poste."
"H1221","3","definition","1","Le Responsable des partenariats de recherche en industrie pharmaceutique développe et gère des collaborations avec diverses institutions pour soutenir les projets de recherche."
"H1221","3","definition","2","Identifie et évalue les opportunités de partenariats stratégiques pour la recherche"
"H1221","3","definition","3","Négocie et met en place des accords de collaboration avec des institutions académiques et industrielles"
"H1221","3","definition","4","Coordonne les activités de recherche conjointes et assure le suivi des projets"
"H1221","3","definition","5","Favorise le partage de connaissances et la valorisation des résultats de recherche"
"H1221","3","definition","6","Développe des réseaux professionnels pour soutenir les objectifs de recherche de l''organisation"
"H1221","3","definition","7","Assure la conformité avec les réglementations et les normes éthiques dans la conduite des recherches"
"H1221","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d’Etat de docteur en médecine, un Diplôme d’Etat de docteur en pharmacie, un doctorat en santé,  ou un Diplôme d’ingénieur en biologie avec une spécialisation business."
"H1222","3","definition","1","Le/ La Responsable médical(e) des études cliniques supervise les aspects médicaux des essais cliniques, pour assurer leur conformité et la sécurité des participants."
"H1222","3","definition","2","Supervise la conception et la mise en œuvre des études cliniques pour garantir la conformité réglementaire et scientifique"
"H1222","3","definition","3","Collabore étroitement avec des équipes multidisciplinaires pour assurer la coordination et la gestion des projets de recherche clinique"
"H1222","3","definition","4","Analyse et interprète les données des études cliniques pour en tirer des conclusions valides et fiables"
"H1222","3","definition","5","Assure la communication des résultats des études à la communauté médicale et scientifique"
"H1222","3","definition","6","Veille au respect des normes éthiques et à la protection des participants aux études"
"H1222","3","definition","7","Participe à la rédaction de protocoles de recherche et de publications scientifiques"
"H1222","4","acces_metier","1","Cet emploi est accessible avec un Doctorat en médecine, ou un Diplôme d''État de docteur en pharmacie, obligatoires pour exercer."
"H1223","3","definition","1","Le Coordinateur/ La Coordinatrice d''études cliniques organise et gère les activités quotidiennes des essais cliniques, pour garantir leur bon déroulement."
"H1223","3","definition","2","Organise et supervise les essais cliniques pour garantir leur conformité aux protocoles établis"
"H1223","3","definition","3","Coordonne les activités entre les différents sites d''essais pour assurer la cohérence des données recueillies"
"H1223","3","definition","4","Assure la liaison avec les comités d''éthique, les autorités réglementaires et les sponsors des études"
"H1223","3","definition","5","Analyse et interprète les données des études pour en déduire des conclusions valides"
"H1223","3","definition","6","Gère la documentation et les rapports relatifs aux études cliniques"
"H1223","3","definition","7","Peut former et superviser le personnel impliqué dans les études cliniques"
"H1223","4","acces_metier","1","Cet emploi est accessible avec un Master biologie et santé, un Master sciences du médicament, un Diplôme d’Etat de docteur en pharmacie ou en médecine, ainsi qu''un Doctorat en sciences."
"H1224","3","definition","1","Le/ La Technicien(ne) de laboratoire de recherche-développement réalise des expérimentations et analyses pour soutenir les projets de recherche et développement."
"H1224","3","definition","2","Conduit des expériences et des essais en laboratoire selon des protocoles établis"
"H1224","3","definition","3","Analyse les résultats et rédige des rapports détaillés"
"H1224","3","definition","4","Maintient et calibre les équipements de laboratoire pour assurer leur fonctionnement optimal"
"H1224","3","definition","5","Collabore avec des chercheurs et d''autres techniciens pour développer de nouvelles méthodes d''essai"
"H1224","3","definition","6","Participe à la mise en place et à l''amélioration continue des procédures de sécurité du laboratoire"
"H1224","3","definition","7","Assiste dans la formation des nouveaux techniciens et stagiaires"
"H1224","4","acces_metier","1","Cet emploi est accessible un BTS/DUT analyses biologiques ou une Licence pro industries chimiques et pharmaceutiques spécialité microbiologie industrielle et biotechnologies."
"H1225","3","definition","1","L''Ingénieur(e) développement nucléaire conçoit, développe et optimise des systèmes et technologies liés à l''énergie nucléaire."
"H1225","3","definition","2","Conçoit et développe des projets de centrales nucléaires en respectant les normes de sécurité"
"H1225","3","definition","3","Optimise les processus de production d''énergie pour améliorer l''efficacité et réduire les coûts"
"H1225","3","definition","4","Réalise des études et des simulations pour tester la fiabilité des systèmes"
"H1225","3","definition","5","Collabore avec des équipes multidisciplinaires pour intégrer de nouvelles technologies"
"H1225","3","definition","6","Assure la conformité des projets aux réglementations environnementales"
"H1225","3","definition","7","Supervise la maintenance et l''optimisation des installations existantes"
"H1225","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''Ingénieur en génie nucléaire ou un Master en physique nucléaire. Un Doctorat en physique nucléaire peut également être pertinent. Les compétences en recherche et développement dans le domaine nucléaire sont essentielles."
"H1226","3","definition","1","Le Rédacteur médical en industrie pharmaceutique est spécialisé dans la production de documentations scientifiques en collaboration avec les médecins et les équipes scientifiques."
"H1226","3","definition","2","Rédige des rapports d’études précliniques et cliniques, publications ou tout autre document médical"
"H1226","3","definition","3","Assure la conformité réglementaire des documents produits"
"H1226","3","definition","4","Garantit la qualité des documents cliniques selon les standards internationaux et les procédures internes"
"H1226","3","definition","5","Participe à la stratégie de communication scientifique de l''entreprise"
"H1226","3","definition","6","Peut animer des formations internes et externes"
"H1226","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac +5 à Bac +8 en biologie, médecine ou pharmacie."
"H1227","3","definition","1","Le Maquettiste en électronique est un concepteur de prototypes et maquettes de circuits électroniques spécifiques."
"H1227","3","definition","2","Teste et valide les prototypes réalisés pour assurer leur conformité aux exigences"
"H1227","3","definition","3","Collabore avec les ingénieurs pour améliorer et identifier les erreurs lors de la conception des produits"
"H1227","3","definition","4","Documente les processus de fabrication et les résultats des tests"
"H1227","3","definition","5","Peut participer à la mise en place de la production en série des dispositifs électroniques"
"H1227","3","definition","6","Assure la maintenance et la mise à jour des équipements de maquettage en veillant aux innovations"
"H1227","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac + 2 à Bac + 3 dans les domaines de l''électronique, de l''électricité ou de l''informatique industrielle."
"H1228","3","definition","1","Le Projeteur chef de groupe en électricité-électronique supervise de la conception à la réalisation des projets dans le domaine électrique et électronique."
"H1228","3","definition","2","Collabore dans la réalisation de plans et de schémas électriques et électroniques selon les normes en vigueur"
"H1228","3","definition","3","Coordonne et dirige une équipe de projeteurs et de techniciens pour assurer la qualité et la conformité des projets"
"H1228","3","definition","4","Assure la liaison avec les clients et les autres départements pour garantir la précision des spécifications techniques"
"H1228","3","definition","5","Optimise les solutions techniques en fonction des contraintes budgétaires et des exigences du projet"
"H1228","3","definition","6","Veille à la mise à jour des connaissances techniques de l''équipe et à l''adoption des nouvelles technologies en suivant les corrections apportées aux projets"
"H1228","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac + 2  électricité ou électronique à Bac + 5 Master, diplôme d''ingénieur en génie électronique ou électrique pertinent, mais pas obligatoire."
"H1229","3","definition","1","Le Roughman / Roughwoman en design réalise des croquis et représentations pour visualiser la réalisation de projets."
"H1229","3","definition","2","Collabore étroitement avec les équipes de design pour affiner le processus créatif et visuel"
"H1229","3","definition","3","Utilise divers outils et logiciels de dessin pour créer des représentations efficaces"
"H1229","3","definition","4","Participe à des réunions de brainstorming pour générer de nouvelles idées de design"
"H1229","3","definition","5","Adapte les créations en tenant compte des tendances et des besoins spécifiques des clients ou des projets"
"H1229","3","definition","6","Assure la cohérence visuelle des projets du début à la fin"
"H1229","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac + 3 à Bac + 4 arts appliqués, design graphique ou en arts visuels. Une expérience en graphisme est fortement souhaitée."
"H1230","3","definition","1","L'' Ingénieur essais vérification et validation en milieu nucléaire pilote les essais de requalification des matériels afin d''assurer la sûreté et l''efficacité des installations nucléaires."
"H1230","3","definition","2","Rédige des protocoles d''essais et des fiches de test pour les équipements et systèmes nucléaires"
"H1230","3","definition","3","Réalise et suit les essais de mise en service, de vérification et de validation"
"H1230","3","definition","4","Analyse les résultats des tests pour garantir la conformité aux normes de sécurité"
"H1230","3","definition","5","Rédige des rapports détaillés sur les essais effectués et les conclusions tirées"
"H1230","3","definition","6","Participe à la mise à jour des procédures de sécurité et de validation"
"H1230","3","definition","7","Collabore avec des équipes d''ingénieurs pour améliorer les systèmes existants"
"H1230","4","acces_metier","1","Cet emploi est accessible avec un Master ou un Diplôme d''Ingénieur en génie nucléaire ou génie industriel. Une certification en radioprotection est obligatoire pour exercer ce métier en milieu nucléaire."
"H1231","3","definition","1","Le Patronnier en chaussures réalise les patrons de chaussures, garantissant l''esthétique et le confort des pieds."
"H1231","3","definition","2","Effectue la gradation pour différentes tailles en respectant les normes techniques et règlementaires liées à la production"
"H1231","3","definition","3","Adapte les modèles en fonction des spécifications et des matériaux"
"H1231","3","definition","4","Collabore avec des designers pour développer de nouveaux styles"
"H1231","3","definition","5","Optimise les processus de production pour améliorer l''efficacité"
"H1231","3","definition","6","Veille à la conformité des produits finis dans une démarche de qualité et le respect des délais"
"H1231","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac professionnel dans le domaine de la chaussure, des métiers de la mode et du cuir ou de la maroquinerie ou un Certificat de Qualification Professionnelle modéliste, toiliste."
"H1232","3","definition","1","Le Technicien d''études en industrie des matériaux souples est impliqué dans la conception et l''optimisation de produits innovants."
"H1232","3","definition","2","Conçoit et développe des produits en matériaux souples tels que textiles, cuirs ou composites"
"H1232","3","definition","3","Réalise des études techniques et des plans détaillés à l''aide de logiciels spécialisés"
"H1232","3","definition","4","Collabore étroitement avec les équipes d''ingénieurs, designers et techniciens pour assurer la faisabilité technique des projets"
"H1232","3","definition","5","Effectue des tests et des analyses pour garantir la qualité et la conformité des matériaux utilisés"
"H1232","3","definition","6","Participe à l''amélioration continue des processus de fabrication pour optimiser les coûts et les délais"
"H1232","3","definition","7","Peut superviser une équipe de techniciens juniors et les former aux spécificités des matériaux souples"
"H1232","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac + 2 dans les domaines de la conception de produits industriels, génie mécanique et productique."
"H1233","3","definition","1","Le Chef de projet design gère de la conception initiale à la réalisation finale des produits ou services alliant créativité et gestion de projet."
"H1233","3","definition","2","Dirige et coordonne les  phases de conception et de développement de projets design avec des plannings"
"H1233","3","definition","3","Collabore étroitement avec les équipes de designers, ingénieurs et clients pour garantir la cohérence et l''avancement du projet"
"H1233","3","definition","4","Garantit le respect des délais, des budgets impartis et des spécifications du projet lors d''ajustements"
"H1233","3","definition","5","Optimise les processus de travail pour améliorer l''efficacité et la qualité des livrables"
"H1233","3","definition","6","Assure une veille technologique et créative des tendances en design"
"H1233","4","acces_metier","1","Cet emploi est accessible avec un Bac + 5 Master en design ou un Diplôme d''École supérieure d''art et de design."
"H1233","4","acces_metier","2","Une expérience en tant que designer ou chef de projet est fortement souhaitée."
"H1234","3","definition","1","Le Responsable de service de rédaction technique supervise et coordonne le travail de l''équipe de rédaction technique."
"H1234","3","definition","2","Assure la qualité et la cohérence des documents produits"
"H1234","3","definition","3","Développe des stratégies pour améliorer l''efficacité de la rédaction"
"H1234","3","definition","4","Collabore avec les équipes de développement et de produit pour garantir l''exactitude des manuels et guides"
"H1234","3","definition","5","Forme les nouveaux rédacteurs techniques aux standards et outils de l''entreprise"
"H1234","3","definition","6","Gère le budget et les ressources du service de rédaction technique"
"H1234","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac +3 à Bac +5 dans les domaines de la communication technique, du design d''information ou de la rédaction technique. Une expérience professionnelle dans un métier technique ou en tant que rédacteur sera généralement demandée en complément."
"H1235","3","definition","1","Le Technicien en conception industrielle en mécanique joue un rôle central dans la création et l''amélioration de systèmes mécaniques innovants."
"H1235","3","definition","2","Conçoit et développe des plans et modèles de pièces mécaniques selon les spécifications techniques."
"H1235","3","definition","3","Réalise des études de faisabilité et des simulations pour valider les conceptions."
"H1235","3","definition","4","Collabore avec les équipes d''ingénierie pour optimiser les solutions techniques."
"H1235","3","definition","5","Assure la mise à jour des dossiers techniques et à l''amélioration continue des processus de conception et de fabrication"
"H1235","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac + 2 à Bac + 3 en conception industrielle, génie mécanique."
"H1235","4","acces_metier","2","Des certificats de spécialisation en logiciel assisté par ordinateur (CAO) sont un plus."
"H1236","3","definition","1","Le Dessinateur-projeteur en électricité-électronique conçoit des plans et des schémas détaillés pour des systèmes électriques et électroniques complexes."
"H1236","3","definition","2","Collabore avec les ingénieurs pour définir les besoins et les contraintes en avant-projet"
"H1236","3","definition","3","Réalise des simulations et des tests pour valider les conceptions sous forme numérique"
"H1236","3","definition","4","Met à jour les plans en fonction des retours et rédige des documents techniques en fonction des évolutions"
"H1236","3","definition","5","Assure la conformité des projets aux normes de sécurité et réglementations en vigueur"
"H1236","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac + 2 à Bac + 3 en génie électronique ou électrotechnique. Les formations complémentaires en dessin industriel ou en conception assistée par ordinateur (CAO) sont un atout."
"H1237","3","definition","1","L''Ingénieur énergies renouvelables élabore, développe et supervise des projets de production d''énergie utilisant des sources renouvelables afin de contribuer à la transition énergétique et réduire les émissions de carbone."
"H1237","3","definition","2","Conçoit des projets d''énergies renouvelables telles que l''énergie solaire, éolienne, hydraulique, biomasse, ou géothermique"
"H1237","3","definition","3","Réalise des études de faisabilité technique et économique"
"H1237","3","definition","4","Assure la conformité des projets aux normes environnementales"
"H1237","3","definition","5","Collabore avec des équipes multidisciplinaires pour mener à bien les projets"
"H1237","3","definition","6","Supervise l''installation et la maintenance des équipements énergétiques"
"H1237","3","definition","7","Optimise les systèmes existants pour améliorer leur rendement énergétique"
"H1237","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac +5 dans le domaine du génie civil, de l''environnement ou des énergies renouvelables."
"H1238","3","definition","1","Le Chef de projet conception industrielle en mécanique gère le développement de produits mécaniques."
"H1238","3","definition","2","Dirige et coordonne les projets de conception mécanique depuis l''étude, choix des matériaux jusqu''à la réalisation"
"H1238","3","definition","3","Assure la liaison entre les différents services techniques lors de prototype et test et"
"H1238","3","definition","4","Interagit avec les clients pour définir leurs besoins et les spécifications des projets"
"H1238","3","definition","5","Optimise les solutions techniques en tenant compte des contraintes de coût, de qualité et de délai"
"H1238","3","definition","6","Supervise les équipes de conception et les sous-traitants pour garantir le respect et la conformité des produits aux  normes et des délais"
"H1238","3","definition","7","Réalise le suivi technique et financier des projets pour assurer leur bonne exécution"
"H1238","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac + 5 en ingénierie mécanique, conception industrielle."
"H1238","4","acces_metier","2","Une expérience significative d''ingénieur ou chef de projet dans la conception mécanique est souhaitable."
"H1239","3","definition","1","Le Technicien en conception électronique et électrique conçoit et développe des systèmes et des composants électroniques et électriques selon les spécifications techniques"
"H1239","3","definition","2","Répare et teste divers systèmes électroniques des appareils de navigation, de la haute tension et des ordinateurs"
"H1239","3","definition","3","Effectue des essais et créations de prototypes pour garantir la conformité aux normes en vigueur"
"H1239","3","definition","4","Collabore avec des équipes multidisciplinaires pour intégrer des solutions électroniques dans des produits finis"
"H1239","3","definition","5","Assure la veille technologique pour rester à la pointe des innovations dans le domaine"
"H1239","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac + 2 à Bac + 3 en électronique et électricité."
"H1239","4","acces_metier","2","Une maitrise des logiciels de conception assistée par ordinateur (CAO) est un atout."
"H1240","3","definition","1","L''Agent de finissage couleurs et effets cuirs et peaux valorise et sublime les matières."
"H1240","3","definition","2","Applique des traitements de surface pour améliorer l''esthétique et la durabilité des cuirs et peaux"
"H1240","3","definition","3","Contrôle la qualité des couleurs et des effets appliqués"
"H1240","3","definition","4","Respecte les normes environnementales et de sécurité dans le traitement des matières"
"H1240","3","definition","5","Collabore avec des designers et des artisans pour développer de nouvelles finitions"
"H1240","3","definition","6","Effectue des tests et des ajustements pour garantir la conformité des résultats finaux"
"H1240","3","definition","7","Peut superviser une équipe et gérer l''approvisionnement des matériaux nécessaires"
"H1240","4","acces_metier","1","Cet emploi est généralement accessible avec un diplôme de niveau Bac +2 en chimie ou avec une expérience professionnelle confirmée en colorimétrie."
"H1241","3","definition","1","L’architecte système hydrogène conçoit et supervise l''architecture des systèmes utilisés pour la production, le stockage, la distribution et l''utilisation de l''hydrogène en s''assurant qu’ils atteignent les caractéristiques et les performances attendues  dans le cahier des charges et respectent les réglementations en matière de sécurité et d''environnement."
"H1241","3","definition","2","Définit les attentes du système en termes de performance fonctionnelle et organique"
"H1241","3","definition","3","Traduit les attentes des clients en besoins techniques"
"H1241","3","definition","4","Coordonne les ingénieurs multi métiers, en tenant compte des performances et du coût de la solution"
"H1241","3","definition","5","Est responsable de la validation, depuis la rédaction du plan, jusqu’au rapport final, en passant par la gestion fonctionnelle de l’équipe de test"
"H1241","4","acces_metier","1","Cet emploi est accessible avec un diplôme d''ingénieur ou Master dans les secteurs techniques (génie industriel, énergies, mécanique, mécanique des fluides, électronique, chimie, pétrochimie...), complété si possible par une expérience professionnelle dans le secteur de l’hydrogène."
"H1241","4","acces_metier","2","La pratique de l''anglais et la maîtrise de l''outil informatique (progiciels de gestion de données) sont requises."
"H1241","4","acces_metier","3","Des certifications spécifiques à l''hydrogène peuvent être demandées en complément."
"H1301","3","definition","1","L''Inspecteur/ Inspectrice de conformité assure le respect des normes et réglementations en vigueur."
"H1301","3","definition","2","Contrôle la conformité des installations et des équipements selon les normes"
"H1301","3","definition","3","Rédige des rapports détaillés sur les inspections et les audits effectués en suivant les actions correctives dans les délais"
"H1301","3","definition","4","Vérifie l''efficacité des mesures correctives"
"H1301","3","definition","5","Conseille les entreprises sur les mesures à prendre pour respecter les normes de sécurité et d''environnement"
"H1301","3","definition","6","Participe à l''élaboration des normes ainsi que l''évolution des lois et réglementations industrielles"
"H1301","3","definition","7","Forme le personnel sur les aspects de sécurité et de conformité réglementaire"
"H1301","4","acces_metier","1","Cet emploi est accessible avec un BTS ou un DUT en Hygiène, Sécurité, Environnement (HSE), une Licence Professionnelle en Métiers de la Qualité, ou un Master en Gestion des Risques ou en Droit de l''Environnement. Des certifications spécifiques comme ISO 9001 ou ISO 14001 peuvent également être nécessaires."
"H1302","3","definition","1","L''ingénieur Hygiène Sécurité Environnement en industrie (HSE) assure la conformité aux normes de sécurité, d''hygiène et d''environnement."
"H1302","3","definition","2","Définit la politique de sécurité (sécurité au travail, conditions de travail, protection de l''environnement) et la met en place"
"H1302","3","definition","3","Assure le suivi selon les normes et la réglementation Hygiène, Sécurité et Environnement"
"H1302","3","definition","4","Coordonne une équipe"
"H1302","3","definition","5","Dirige un service"
"H1302","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''ingénieur en Hygiène, Sécurité, Environnement (HSE), Génie Industriel, ou Sciences de l''Environnement ou un Master en HSE ou Management de la Sécurité."
"H1303","3","definition","1","Joue un rôle crucial dans la préservation de la santé et de la sécurité au travail tout en veillant à la protection de l''environnement."
"H1303","3","definition","2","Évalue et analyse les risques professionnels et environnementaux dans l''industrie"
"H1303","3","definition","3","Met en œuvre des politiques de sécurité et des programmes de prévention des accidents"
"H1303","3","definition","4","Réalise des audits de sécurité et des inspections régulières pour assurer la conformité aux normes en vigueur"
"H1303","3","definition","5","Forme le personnel aux pratiques de sécurité et aux procédures d''urgence"
"H1303","3","definition","6","Gère la documentation relative à la sécurité et à l''environnement, y compris les rapports d''incident et les permis"
"H1303","3","definition","7","Collabore avec les autorités réglementaires et les organismes de certification pour maintenir les accréditations nécessaires"
"H1303","4","acces_metier","1","Cet emploi est accessible avec un BTS Hygiène, Propreté, Environnement ou un DUT HSE (Hygiène, Sécurité, Environnement). Une Licence Professionnelle HSE est également pertinente. Des certifications spécifiques, comme le CACES, peuvent compléter la formation."
"H1304","3","definition","1","Le responsable environnement-hygiène-sécurité en industrie joue un rôle crucial dans la préservation de la santé et de la sécurité au travail tout en veillant à la protection de l''environnement."
"H1304","3","definition","2","Élabore et met en œuvre la politique de sécurité et d''hygiène en conformité avec la réglementation en vigueur"
"H1304","3","definition","3","Contrôle et évalue les risques professionnels dans l''entreprise pour prévenir les accidents et les maladies professionnelles"
"H1304","3","definition","4","Organise des formations et des campagnes de sensibilisation à la sécurité et à l''hygiène pour les employés"
"H1304","3","definition","5","Supervise l''installation et la maintenance des équipements de sécurité"
"H1304","3","definition","6","Réalise des audits réguliers et propose des améliorations pour optimiser les systèmes de gestion environnementale"
"H1304","3","definition","7","Collabore avec les autorités locales et les organismes de réglementation pour assurer la conformité aux normes environnementales"
"H1304","4","acces_metier","1","Cet emploi est accessible avec un Master en sécurité industrielle ou un Diplôme d''ingénieur en environnement. Des certifications en management de la qualité et en gestion des risques industriels peuvent être un atout. Les habilitations proposées ne sont pas obligatoires mais peuvent compléter le profil."
"H1305","3","definition","1","Le/ La Vérificateur(rice) de conformité industrielle s''assure que les produits et processus respectent les normes et réglementations en vigueur."
"H1305","3","definition","2","Inspecte et vérifie la conformité des installations et équipements industriels selon les normes en vigueur"
"H1305","3","definition","3","Réalise des audits de sécurité pour s''assurer que les installations respectent les réglementations locales et internationales"
"H1305","3","definition","4","Évalue les risques potentiels et propose des mesures correctives pour garantir la sécurité des opérations industrielles"
"H1305","3","definition","5","Documente les résultats des inspections et prépare des rapports détaillés pour la direction"
"H1305","3","definition","6","Collabore avec les équipes d''ingénierie pour améliorer les processus de fabrication et réduire les risques"
"H1305","3","definition","7","Forme le personnel aux normes de conformité et aux meilleures pratiques de sécurité industrielle"
"H1305","4","acces_metier","1","Cet emploi est accessible avec un BTS en contrôle industriel et régulation automatique, une Licence professionnelle en qualité, hygiène, sécurité, santé, environnement, un Master en management de la qualité ou un Diplôme d''ingénieur en génie industriel."
"H1306","3","definition","1","L''Ingénieur(e) sûreté en industrie nucléaire joue un rôle crucial dans la protection et la gestion des risques liés aux activités nucléaires."
"H1306","3","definition","2","Évalue et analyse les risques nucléaires pour garantir la sécurité des installations"
"H1306","3","definition","3","Élabore et met en œuvre des procédures de sûreté conformes aux réglementations en vigueur"
"H1306","3","definition","4","Réalise des audits de sécurité pour identifier et corriger les vulnérabilités"
"H1306","3","definition","5","Collabore avec les équipes techniques pour optimiser les processus de sûreté"
"H1306","3","definition","6","Participe à la formation du personnel sur les pratiques de sûreté nucléaire"
"H1306","3","definition","7","Assure une veille réglementaire et technologique pour maintenir les standards de sécurité"
"H1306","4","acces_metier","1","Cet emploi est accessible avec un bac + 5 Diplôme d''Ingénieur en génie nucléaire. Les habilitations telles que Complément Sûreté Qualité (CSQ), Radioprotection niveau 1 (RP1) et niveau 2 (RP2), ainsi que Socle Commun Nucléaire niveau 1 (SCN1) et niveau 2 (SCN2) peuvent être des atouts supplémentaires mais ne sont pas obligatoires."
"H1307","3","definition","1","Le/ La Responsable de la conformité industrielle veille à l''application des normes et réglementations dans l''industrie."
"H1307","3","definition","2","Assure la conformité des processus et produits aux normes légales et techniques"
"H1307","3","definition","3","Réalise des audits internes pour vérifier l''application des normes"
"H1307","3","definition","4","Coordonne avec les équipes d''ingénierie pour l''implémentation des normes requises"
"H1307","3","definition","5","Prépare et suit les dossiers de certification et d''inspection réglementaire"
"H1307","3","definition","6","Informe et forme le personnel sur les exigences réglementaires et les changements de normes"
"H1307","3","definition","7","Gère les relations avec les organismes de réglementation et d''inspection"
"H1307","4","acces_metier","1","Cet emploi est accessible avec un Master en droit, un Master en conformité, qualité, ou management industriel ou un Diplôme d''Ingénieur en sécurité industrielle."
"H1308","3","definition","1","L''Animateur(rice) en Hygiène Sécurité Environnement (HSE) joue un rôle crucial dans la préservation de la santé et de la sécurité au travail tout en veillant à la protection de l''environnement."
"H1308","3","definition","2","Élabore et met en œuvre des politiques de sécurité et d''hygiène en entreprise"
"H1308","3","definition","3","Réalise des audits et des inspections régulières pour s''assurer du respect des normes en vigueur"
"H1308","3","definition","4","Forme et sensibilise le personnel aux pratiques de sécurité et aux risques environnementaux"
"H1308","3","definition","5","Participe à l''analyse des accidents de travail et propose des mesures préventives"
"H1308","3","definition","6","Collabore avec les services de santé au travail pour promouvoir la santé des employés"
"H1308","3","definition","7","Gère la documentation et les rapports relatifs à la sécurité et à l''environnement"
"H1308","4","acces_metier","1","Cet emploi est accessible avec un BTS ou DUT en Hygiène, Sécurité, Environnement (HSE) ou une Licence Professionnelle en HSE ou Gestion des Risques."
"H1309","3","definition","1","Le: La Technicien(ne) en radioprotection joue un rôle crucial dans la protection contre les radiations et la sécurité des environnements exposés."
"H1309","3","definition","2","Contrôle les niveaux de radiation et assure la sécurité des zones exposées"
"H1309","3","definition","3","Mène des inspections régulières et maintient les équipements de protection"
"H1309","3","definition","4","Forme le personnel aux procédures de sécurité radiologique"
"H1309","3","definition","5","Réalise des audits de sécurité et rédige des rapports détaillés"
"H1309","3","definition","6","Intervient en cas d''urgence pour limiter les expositions accidentelles"
"H1309","3","definition","7","Conseille sur l''amélioration des protocoles de sécurité et des mesures préventives"
"H1309","4","acces_metier","1","Cet emploi est accessible avec une Licence professionnelle en radioprotection et sécurité nucléaire ou un Diplôme Universitaire en Radioprotection. Des habilitations spécifiques comme l''Habilitation Radioprotection niveau 1 (RP1) et niveau 2 (RP2) sont obligatoires. Une formation complémentaire telle que l''Habilitation Complément Sûreté Qualité (CSQ) peut être un atout."
