"code_ogr","nature","libelle_competence","definition","code_ogr_macro_comp","code_macro_comp","cat_comp","sous_cat_comp","transition_eco","transition_num","libelle_heterogeneite","libelle_origine"
"404814","Compétence","Clôturer des études cliniques","","300146","","Savoir-faire","Technique expert","","","",""
"404815","Compétence","Assurer la coordination de la constitution des dossiers d'AMM et post AMM (Autorisation de Mise sur le Marché)","","300146","","Savoir-faire","Technique expert","","","",""
"404816","Compétence","Réaliser et programmer des analyses","","300146","","Savoir-faire","Technique expert","","","",""
"404817","Compétence","Vérifier la cohérence du protocole avec le CRF","","300152","","Savoir-faire","Technique","","","",""
"404818","Compétence","Mettre en place du monitoring à distance (le cas échéant)","","300237","","Savoir-faire","Technique","","","",""
"404819","Compétence","Suivre la sécurisation des patients et alerter en cas de problème","","300149","","Savoir-faire","Technique expert","","","",""
"404820","Compétence","Assurer la gestion et le suivi de la qualité règlementaire","","300245","","Savoir-faire","Technique expert","","","",""
"404821","Compétence","Participer à la définition du planning, du budget global et des délais","","300464","","Savoir-faire","Technique","","","",""
"404822","Compétence","Planifier, contrôler et rédiger le rapport des activités et des moyens","","300408","","Savoir-faire","Technique expert","","","",""
"404823","Compétence","Rédiger la partie administrative ou pharmaceutique des dossiers d’Autorisation de Mise sur le Marché (AMM)","","300325","","Savoir-faire","Technique expert","","","",""
"404824","Compétence","Créer, mettre en place et optimiser les processus métiers interne","","300325","","Savoir-faire","Technique expert","","","",""
"404825","Compétence","Suivre les demandes d'AMM, répondre aux questions des administrations et recueillir des compléments nécessaires","","300307","","Savoir-faire","Technique expert","","","",""
"404826","Compétence","Consulter différents assureurs pour obtenir leurs cotations et devis","","300315","","Savoir-faire","Technique","","","",""
"404827","Compétence","Contribuer à la définition et à l'écriture du cahier des charges du produit afin de s'assurer que les contraintes réglementaires sont bien respectées","","300313","","Savoir-faire","Technique expert","","","",""
"404828","Compétence","Analyser et résoudre des problématiques réglementaires complexes","","300338","","Savoir-faire","Technique","","","",""
"404829","Compétence","Assurer la visite de clôture des sites d'investigation","","300339","","Savoir-faire","Technique expert","","","",""
"404830","Compétence","Participer à la détection de données frauduleuses","","300339","","Savoir-faire","Technique expert","","","",""
"404831","Compétence","Négocier avec les fournisseurs de systèmes de paie","","300350","","Savoir-faire","Technique expert","","","",""
"404832","Compétence","Négocier l'ajustement des conditions du contrat jusqu'à sa souscription","","300350","","Savoir-faire","Technique expert","","","",""
"404833","Compétence","Dialoguer avec les équipes de recherche, le département marketing et qualité, afin d'appréhender les caractéristiques du produit développé","","300382","","Savoir-faire","Technique","","","",""
"404834","Compétence","Définir une stratégie réglementaire en fonction de la politique commerciale et R&D de l'entreprise","","300384","","Savoir-faire","Technique expert","","","",""
"404835","Compétence","Organiser et planifier des affaires réglementaires","","300448","","Savoir-faire","Transverse","","","",""
"404836","Compétence","Archiver les dossiers d'Autorisation de Mise sur le Marché (AMM) et les informations réglementaires","","300118","","Savoir-faire","Transverse","","","",""
"404837","Compétence","Gérer et traiter des données (recherche, recueil, analyse, priorisation, diffusion, classement, suivi)","","300452","","Savoir-faire","Transverse","","","",""
"404838","Compétence","Présenter des résultats statistiques aux agences réglementaires","","300431","","Savoir-faire","Transverse","","","",""
"404839","Compétence","Garantir l'application des procédures et de la réglementation en matière de monitoring et de pharmacovigilance","","300253","","Savoir-faire","Transverse","","","",""
"404840","Compétence","Collaborer avec les autres membres de l'équipe projet (chef de projet clinique, autres ARC...)","","300472","","Savoir-faire","Technique expert","","","",""
"404841","Compétence","Participer à la réflexion et aux hypothèses de travail, en collaboration avec les médecins et l'équipe d'études cliniques","","300472","","Savoir-faire","Technique expert","","","",""
"404842","Compétence","Conseiller sur la stratégie de communication des médicaments ou produits de santé","","300111","","Savoir-faire","Technique expert","","","",""
"404843","Compétence","Anticiper afin d'optimiser les process de développement produit en fonction des évolutions futures de la règlementation","","300081","","Savoir-faire","Technique expert","","","",""
"404844","Compétence","Etre garant de la dispensation des unités de traitement, des produits et matériels pour les études cliniques","","300085","","Savoir-faire","Technique expert","","","",""
"404845","Compétence","Etre responsable de la visite de suivi du patient en étude clinique (vérification de la cohérence des données par rapport au dossier « source »)","","300085","","Savoir-faire","Technique expert","","","",""
"404846","Compétence","Gérer la qualité et la transmission des données issues des solutions thérapeutiques","","300124","","Savoir-faire","Technique expert","","","",""
"404847","Compétence","Utiliser de manière pertinente et efficace des logiciels de base de données et la suite Office","","300124","","Savoir-faire","Technique expert","","","",""
"404848","Compétence","Effectuer des statistiques, des analyses de données biologiques et des probabilités","","300068","","Savoir-faire","Technique expert","","","",""
"404849","Compétence","Utiliser les plateformes de soumission et être à l'aise avec le maniement de systèmes d'information internes ou externes","","300428","","Savoir-faire","Transverse","","","",""
"404850","Compétence","Assurer la surveillance et le contrôle qualité de l'étude clinique","","300258","","Savoir-faire","Technique expert","","","",""
"404851","Compétence","Rédiger la section statistique","","300408","","Savoir-faire","Technique expert","","","",""
"404852","Compétence","Sélectionner, avec le client, l'offre d'assurance la plus adaptée","","300315","","Savoir-faire","Technique","","","",""
"404853","Compétence","Coordonner la phase d'indemnisation et de règlement (montage et suivi du dossier)","","300331","","Savoir-faire","Technique","","","",""
"404854","Compétence","Garantir l'archivage de la documentation de l'étude clinique et des documents administratifs et réglementaires","","300338","","Savoir-faire","Technique","","","",""
"404855","Compétence","Assurer une veille réglementaire et scientifique, nationale et internationale","","300338","","Savoir-faire","Technique","","","",""
"404856","Compétence","Avoir une vision stratégique et opérationnelle, et une appréhension systémique des enjeux de la santé et des problématiques réglementaires","","300338","","Savoir-faire","Technique","","","",""
"404857","Compétence","Représenter les intérêts de son client lors du règlement d'un sinistre","","300347","","Savoir-faire","Technique","","","",""
"404858","Compétence","Effectuer un suivi du contrat et veiller au maintien de la satisfaction du client","","300364","","Savoir-faire","Technique","","","",""
"404859","Compétence","Mobiliser des techniques de négociation et de vente de produits d'assurance","","300370","","Savoir-faire","Technique expert","","","",""
"404860","Compétence","Maîtriser l'anglais commercial en contexte international","","300410","","Savoir-faire","Transverse","","","",""
"404861","Compétence","Réaliser les documents nécessaires aux investigateurs","","300405","","Savoir-faire","Transverse","","","",""
"404862","Compétence","Avoir une aisance rédactionnelle pour rédiger les rapports de réglementation nécessaires à la bonne mise sur le marché","","300405","","Savoir-faire","Transverse","","","",""
"404863","Compétence","Communiquer, lire et rédiger des documents techniques, des rapports, des notes en anglais","","300406","","Savoir-faire","Transverse","","","",""
"404864","Compétence","Ecrire sur des sujets dans une présentation ou un rapport, en soulignant les points importants","","300406","","Savoir-faire","Transverse","","","",""
"404865","Compétence","Faire preuve de sens commercial et d'aisance relationnelle","","300415","","Savoir-faire","Transverse","","","",""
"404866","Compétence","Assurer les visites de pré-sélection, de sélection, d'initiation des sites d'investigation avec toutes les procédures validées","","300449","","Savoir-faire","Transverse","","","",""
"404867","Compétence","Ecouter activement et diagnostiquer pour construire une réponse adaptée et personnalisée de manière réactive","","300037","","Savoir-faire","Technique","","","",""
"404868","Compétence","Réaliser une veille afin de proposer de nouveaux outils et méthodologies statistiques","","300119","","Savoir-faire","Transverse","","","",""
"404869","Compétence","Avoir une très bonne culture scientifique et numérique","","300428","","Savoir-faire","Transverse","","","",""
"404870","Compétence","Assurer l'interface entre l'assuré et l'assureur après survenance d'un sinistre","","300468","","Savoir-faire","Transverse","","","",""
"404871","Compétence","Participer à des échanges internes ou externes entre biostatisticien(ne)s","","300468","","Savoir-faire","Transverse","","","",""
"404872","Compétence","Etudier les besoins et risques du client avec les éléments de tarification","","300452","","Savoir-faire","Transverse","","","",""
"404873","Compétence","Assurer la gestion du personnel","","403009","","Savoir-faire","Technique expert","","","",""
"404874","Compétence","Déterminer les performances énergétiques à l'aide d'outils de calcul et de simulation","","300067","","Savoir-faire","Transverse","O","","",""
"404875","Compétence","Effectuer la cueillette manuelle de la salicorne","","300294","","Savoir-faire","Technique","N","","",""
"404876","Compétence","Mettre en service les réseaux (eau, air, gaz) et contrôler le fonctionnement de l'installation","","300220","","Savoir-faire","Technique","","","",""
"404877","Compétence","Optimiser l'utilisation des ressources en eau","","300310","","Savoir-faire","Technique","O","","",""
"404878","Compétence","Effectuer des contrôles visuels et par palpation, à l'entrée des visiteurs","","300284","","Savoir-faire","Technique","","","",""
"404879","Compétence","Vérifier les accréditations, droits d'entrée, titres d'accès","","300284","","Savoir-faire","Technique","","","",""
"404880","Compétence","Surveiller et protéger les zones sensibles (vestiaires, parkings, tribunes, aire de jeu, scène …)","","300352","","Savoir-faire","Technique expert","","","",""
"404881","Compétence","Effectuer des rondes de surveillance","","300352","","Savoir-faire","Technique expert","","","",""
"404882","Compétence","Elaborer le cahier des charges du risque à couvrir ou de la couverture","","300366","","Savoir-faire","Technique","","","",""
"404883","Compétence","Analyser les risques d'un client et déterminer son besoin d'assurance","","300366","","Savoir-faire","Technique","","","",""
"404884","Compétence","Déterminer l'argumentaire de vente","","300374","","Savoir-faire","Technique","","","",""
"404885","Compétence","Présenter une offre commerciale à un client","","300374","","Savoir-faire","Technique","","","",""
"404887","Compétence","Calculer les investissements nécessaires aux différents projets","","300389","","Savoir-faire","Technique","","","",""
"404888","Compétence","Accompagner les entreprises dans le respect de la règlementation et des certifications liées à la performance énergétique","","300392","","Savoir-faire","Technique expert","O","","",""
"404889","Compétence","Informer sur les aides publiques et compléter un dossier de demande de subvention","","300332","","Savoir-faire","Technique","","","",""
"404890","Compétence","Constituer un dossier de demande de subvention","","300332","","Savoir-faire","Technique","","","",""
"404891","Compétence","Suivre l'évolution de son portefeuille de clients (volume, spécificités, rentabilité…)","","300311","","Savoir-faire","Technique expert","","","",""
"405044","Compétence","Consulter et analyser les données météorologiques","","300302","","Savoir-faire","Technique","","","",""
"405045","Compétence","Promouvoir le sport santé, les projets du club auprès des pratiquants et à l'extérieur","","300418","","Savoir-faire","Transverse","","","",""
"405046","Compétence","Réaliser un polissage à la main ou au tour sur les défauts de surface identifiées","","300232","","Savoir-faire","Technique","","","",""
"405050","Compétence","Disposer de connaissances statistiques avancées","","300452","","Savoir-faire","Transverse","","","",""
"405051","Compétence","Concevoir un plan d'analyse statistique","","300068","","Savoir-faire","Technique expert","","","",""
"405052","Compétence","Valider et rédiger la partie statistique des documents cliniques","","300126","","Savoir-faire","Technique expert","","","",""
"405053","Compétence","Participer à l'élaboration du protocole de l'essai clinique et définir la méthodologie adaptée","","300080","","Savoir-faire","Technique expert","","","",""
"405056","Macro-compétence","Mobiliser sa concentration tout au long d'un processus","","","6C106","Savoir-faire","Transverse","","","Très homogène",""
"405059","Compétence","Consulter et utiliser la documentation de travail sur une plateforme numérique","","300492","","Savoir-faire","Transverse","","O","",""
"405060","Compétence","Enregistrer le début et la fin d'une étape sur un ordre de fabrication numérique","","300431","","Savoir-faire","Transverse","","","",""
"405061","Compétence","Organiser des événements de communication interne et externe","","300123","","Savoir-faire","Technique expert","","","",""
"405062","Compétence","Gérer la logistique d'un évènement","","300123","","Savoir-faire","Technique expert","","","",""
"405063","Compétence","Coordonner les prestataires d'un évènement","","300123","","Savoir-faire","Technique expert","","","",""
"405064","Compétence","Promouvoir un évènement","","300123","","Savoir-faire","Technique expert","","","",""
"405065","Compétence","Réaliser des articulations et des emmaillements","","300098","","Savoir-faire","Technique expert","","","",""
"405066","Compétence","Gérer les participants et les invités à un évènement","","300123","","Savoir-faire","Technique expert","","","",""
"405067","Compétence","Réaliser des mécanismes : fermoirs, clips, systèmes broches, ressorts","","300098","","Savoir-faire","Technique expert","","","",""
"405068","Compétence","Réaliser différents types de chatons en joaillerie","","300098","","Savoir-faire","Technique expert","","","",""
"405069","Compétence","Veiller à la conformité des spectacles avec les réglementations locales","","300123","","Savoir-faire","Technique expert","","","",""
"405070","Compétence","Réaliser le montage et l’assemblage du bijou en respectant les procédés et les techniques adaptées","","300233","","Savoir-faire","Technique","","","",""
"405071","Compétence","Réaliser l'empierrage d'une pièce : mise en pierre et mise à jour","","300098","","Savoir-faire","Technique expert","","","",""
"405073","Compétence","Mesurer la perte de métaux précieux à chaque étape de production","","300130","","Savoir-faire","Technique","","","",""
"405074","Compétence","Mettre en œuvre les techniques de fabrication joaillères en respectant le cahier des charges et le plan de réalisation de la pièce","","300129","","Savoir-faire","Technique","","","",""
"405075","Compétence","Faire une maquette de la pièce, en utilisant les techniques de maquettage traditionnelles","","300070","","Savoir-faire","Technique","","","",""
"405076","Compétence","Effectuer les opérations de réparation de pièces de joaillerie","","300179","","Savoir-faire","Technique","","","",""
"405078","Compétence","Assurer le suivi de sa production en utilisant les supports administratifs adéquats (livre de police, compte-poids etc...)","","300307","","Savoir-faire","Technique expert","","","",""
"405079","Compétence","Respecter les règles et consignes de rangement et de nettoyage de son poste de travail","","300282","","Savoir-faire","Technique","","","",""
"405081","Compétence","Effectuer les opérations de sertissage","","300098","","Savoir-faire","Technique expert","","","",""
"405082","Compétence","Etablir la chronologie des phases de travail","","300174","","Savoir-faire","Technique expert","","","",""
"405083","Compétence","Equiper le poste de travail avec les outils, fournitures, matériels adaptés et vérifiés selon l'activité à réaliser","","300152","","Savoir-faire","Technique","","","",""
"405084","Compétence","Restaurer une sertissure défectueuse","","300179","","Savoir-faire","Technique","","","",""
"405085","Compétence","Suivre et vérifier l'approvisionnement du poste de sertissage en matières et consommables","","300261","","Savoir-faire","Technique","","","",""
"405086","Compétence","Vérifier l'adéquation entre l'état de la pièce et l'état des gemmes, en fonction du résultat attendu","","300248","","Savoir-faire","Technique","","","",""
"405087","Compétence","Vérifier la qualité du support fourni","","300255","","Savoir-faire","Technique expert","","","",""
"405088","Compétence","Effectuer les opérations de mise en volume de base","","300073","","Savoir-faire","Technique","","","",""
"405089","Compétence","Sélectionner les produits, moyens et procédés de réalisation adaptés","","300129","","Savoir-faire","Technique","","","",""
"405090","Compétence","Proposer des actions correctives suite à des audits internes","","300242","","Savoir-faire","Technique expert","","","",""
"405091","Compétence","Etre force de proposition dans le développement de nouvelles pièces","","300418","","Savoir-faire","Transverse","","","",""
"405093","Compétence","Contrôler la qualité des pierres rendues par les ateliers après fabrication","","300255","","Savoir-faire","Technique expert","","","",""
"405094","Compétence","Contrôler périodiquement la qualité des pierres en stock","","300254","","Savoir-faire","Technique expert","","","",""
"405095","Compétence","Evaluer le potentiel d’un lot de pierres ou perles sur la base d'un échantillonnage","","300078","","Savoir-faire","Technique","","","",""
"405096","Compétence","Adapter la technique de taille au type de pierre","","300230","","Savoir-faire","Technique","","","",""
"405097","Compétence","Polir la pierre pour aviver son brillant","","300098","","Savoir-faire","Technique expert","","","",""
"405098","Compétence","Réaliser des mesures ou des relevés de cote de pierres à l'aide d'outils technologiques adaptés","","300130","","Savoir-faire","Technique","","","",""
"405099","Compétence","Réaliser le facettage de la pierre à l'aide d'une meule","","300231","","Savoir-faire","Technique","","","",""
"405100","Compétence","Reprendre le facettage d'une pierre afin d'en modifier les dimensions (calibrage, ajustage sur œuvre) ou l'aspect","","300231","","Savoir-faire","Technique","","","",""
"405101","Compétence","Réaliser des lots de pierres ou de perles conformes aux modèles donnés, sur la base d'un échantillonnage","","300262","","Savoir-faire","Technique","","","",""
"405102","Compétence","Sélectionner des pierres ou des perles destinées à la retaille afin de répondre à la demande du client","","300205","","Savoir-faire","Technique","","","",""
"405103","Compétence","Trier les marchandises, contrôler la fluorescence et les critères dimensionnels sur la base d'un cahier des charges","","300255","","Savoir-faire","Technique expert","","","",""
"405104","Compétence","Réaliser les pesées nécessaires de vérification avant tri","","300130","","Savoir-faire","Technique","","","",""
"405105","Compétence","Réaliser le nettoyage à l'acide de pierres en laboratoire","","300214","","Savoir-faire","Technique","","","",""
"405106","Compétence","Evaluer le temps de taille et la difficulté du travail","","300308","","Savoir-faire","Technique","","","",""
"405107","Compétence","Préparer les commandes des clients en sélectionnant les pierres ou les perles désirées dans les échantillons (couleur unique, assortiment de couleurs)","","300268","","Savoir-faire","Technique","","","",""
"405108","Compétence","Réaliser des analyses détaillées des rebuts de marchandises","","300078","","Savoir-faire","Technique","N","","",""
"405109","Compétence","Détecter les écarts suite à un inventaire des pierres et perles","","300248","","Savoir-faire","Technique","","","",""
"405111","Compétence","Analyser un dossier de production, une fiche de fabrication, une gamme de production, un mode opératoire","","300129","","Savoir-faire","Technique","","","",""
"405112","Compétence","Savoir effectuer une reprise de fonte sur une pièce simple","","300098","","Savoir-faire","Technique expert","","","",""
"405113","Compétence","Savoir émeriser des pièces simples","","300098","","Savoir-faire","Technique expert","","","",""
"405114","Compétence","Savoir scier une tige d'injection ou un surplus d'estampage","","300098","","Savoir-faire","Technique expert","","","",""
"405115","Compétence","Réaliser des soudures simples","","300233","","Savoir-faire","Technique","","","",""
"405116","Compétence","Respecter la géométrie, les cotes et le poids de la pièce en suivant le processus de fabrication","","300129","","Savoir-faire","Technique","","","",""
"405117","Compétence","Comprendre la chaîne de valeur et l'interconnexion des métiers","","300129","","Savoir-faire","Technique","","","",""
"405118","Compétence","Réaliser un travail de précision nécessitant le sens de la minutie","","300098","","Savoir-faire","Technique expert","","","",""
"405119","Compétence","Alerter les collègues bijoutiers-joailliers ou orfèvres s’il y a des défauts pour une reprise de la pièce","","300474","","Savoir-faire","Transverse","","","",""
"405120","Compétence","Effectuer l’émerisage de la pièce de bijouterie à polir en choisissant la méthode adaptée","","300098","","Savoir-faire","Technique expert","","","",""
"405121","Compétence","Effectuer la finition de la pièce de bijouterie à l’aide du rhodiage ou du sablage pour obtenir l’état de finition attendu","","300226","","Savoir-faire","Technique","","","",""
"405122","Compétence","Réaliser le rhodiage / dérhodiage des pièces de joaillerie","","404525","","Savoir-faire","Technique","","","",""
"405123","Compétence","Savoir utiliser les différentes pâtes à polir et les outils (tampons, buis...)","","300129","","Savoir-faire","Technique","","","",""
"405124","Compétence","Contrôler la qualité de polissage de la pièce de bijouterie par l’observation à l’œil nu, à la loupe ou à la lampe et déterminer les gestes techniques de correction","","300255","","Savoir-faire","Technique expert","","","",""
"405125","Compétence","Polir la pièce à l’aide de la technique et des produits les plus adéquats en fonction du bijou, de sa gamme","","404525","","Savoir-faire","Technique","","","",""
"405126","Compétence","Préparer la pièce : nettoyer, pré-polir …","","404525","","Savoir-faire","Technique","","","",""
"405127","Compétence","Réaliser le nettoyage et le séchage de la pièce de bijouterie","","404525","","Savoir-faire","Technique","","","",""
"405128","Compétence","Réparer d'éventuels petits défauts de surface","","404525","","Savoir-faire","Technique","","","",""
"405129","Compétence","Identifier les caractéristiques du produit afin de mobiliser les meilleures techniques possibles de préparation ou de montage","","300146","","Savoir-faire","Technique expert","","","",""
"405130","Compétence","Analyser la fiche de fabrication du produit pour répondre aux attentes du client (gamme du produit, niveau de finition attendu, délais de production prévus…)","","300124","","Savoir-faire","Technique expert","","","",""
"405131","Compétence","A partir de visuels, effectuer les différents ajustements avec le client et finaliser le modèle de pièce","","300364","","Savoir-faire","Technique","","","",""
"405132","Compétence","Analyser et contrôler les écarts entre les pièces dessinées et l’attendu","","300073","","Savoir-faire","Technique","","","",""
"405133","Compétence","Analyser et interpréter la demande du client (interne / externe) à partir des documents fournis","","300366","","Savoir-faire","Technique","","","",""
"405135","Compétence","Travailler en collaboration avec l'atelier","","300470","","Savoir-faire","Transverse","","","",""
"405136","Compétence","Maîtriser les logiciels de conception numérique : CREO, Rhino&Rhino Gold, Grasshopper","","300428","","Savoir-faire","Transverse","","","",""
"405137","Compétence","Analyser la performance sportive à travers des séquences vidéos","","300106","","Savoir-faire","Technique","","","",""
"405138","Compétence","Comprendre le processus de fabrication d'un bijou","","300129","","Savoir-faire","Technique","","","",""
"405139","Compétence","Analyser des données dans l'optique de proposer des solutions adéquates","","300067","","Savoir-faire","Transverse","","","",""
"405140","Compétence","Evaluer les compétences physiques et techniques des sportifs","","300445","","Savoir-faire","Technique expert","","","",""
"405141","Compétence","Sélectionner, installer les outils d'analyse de la performance sportive","","300428","","Savoir-faire","Transverse","","","",""
"405144","Compétence","Concevoir et réaliser les fichiers informatiques nécessaires à l'édition d'un prototypage rapide des modèles (résines, cire, métal...)","","300198","","Savoir-faire","Technique","","","",""
"405145","Compétence","Transmettre des informations afin d'aider à la prise de décision","","300451","","Savoir-faire","Transverse","","","",""
"405146","Compétence","Garantir la faisabilité du produit en collaboration avec les ateliers de fabrication et les services techniques","","300186","","Savoir-faire","Technique","","","",""
"405147","Compétence","Intégrer dans sa conception les critères d’ergonomie, d’intégrité et de réparabilité","","300187","","Savoir-faire","Technique","","","",""
"405148","Compétence","Réaliser le dossier de prototype et de définition","","300188","","Savoir-faire","Technique expert","","","",""
"405149","Compétence","Réaliser une rétro conception si nécessaire","","300198","","Savoir-faire","Technique","","","",""
"405150","Compétence","Organiser des sorties et des séjours éducatifs, culturels","","300030","","Savoir-faire","Technique expert","","","",""
"405151","Compétence","Développer un projet d'animation sportive au sein d'un projet associatif","","300032","","Savoir-faire","Technique expert","","","",""
"405153","Compétence","Réaliser une première représentation numérique de la pièce respectant l’intention créatrice et les contraintes de faisabilité","","300116","","Savoir-faire","Technique expert","","","",""
"405154","Compétence","Contribuer à une stratégie de communication","","300111","","Savoir-faire","Technique expert","","","",""
"405155","Compétence","Identifier de potentiels partenaires publics et privés sur un territoire","","300396","","Savoir-faire","Technique expert","","","",""
"405156","Compétence","Organiser des activités sportives en milieu naturel","","300032","","Savoir-faire","Technique expert","","","",""
"405157","Compétence","Transmettre les résultats aux entraineurs sportifs et au staff","","300453","","Savoir-faire","Transverse","","","",""
"405158","Compétence","Susciter l'intérêt et la motivation du pratiquant en donnant du sens aux exercices sportifs proposés","","300468","","Savoir-faire","Transverse","","","",""
"405159","Compétence","Suivre l'impression de la pièce","","300097","","Savoir-faire","Technique expert","","","",""
"405160","Compétence","Superviser la politique d'achat d'une structure sportive","","300317","","Savoir-faire","Technique expert","","","",""
"405161","Compétence","Valider les volumes et l'esthétique des ébauches de pièces","","300071","","Savoir-faire","Technique","","","",""
"405162","Compétence","Sensibiliser le sportif aux règles d'hygiène de vie","","300014","","Savoir-faire","Technique expert","","","",""
"405163","Compétence","Rendre compte des projets de développement auprès de la direction et des partenaires","","300462","","Savoir-faire","Transverse","","","",""
"405164","Compétence","Organiser et archiver ses fichiers en sécurité","","300118","","Savoir-faire","Transverse","","","",""
"405165","Compétence","Assurer le respect des règles de sécurité des biens et des personnes en milieu naturel, dans le respect des réglementations en vigueur","","300352","","Savoir-faire","Technique expert","","","",""
"405166","Compétence","Réaliser les plans et schémas nécessaires à la constitution d'un dossier technique","","300126","","Savoir-faire","Technique expert","","","",""
"405168","Compétence","S'approprier l'intention esthétique du créateur issue de divers supports (gouache / 3D / physique)","","300100","","Savoir-faire","Technique","","","",""
"405169","Compétence","Etudier et interpréter le dessin d'une pièce","","300124","","Savoir-faire","Technique expert","","","",""
"405170","Compétence","Gérer les sanctions disciplinaires","","403009","","Savoir-faire","Technique expert","","","",""
"405171","Compétence","Piloter une structure sportive","","300401","","Savoir-faire","Technique expert","","","",""
"405172","Compétence","Planifier l'usage des équipements et infrastructures de la structure sportive selon la programmation des activités","","300175","","Savoir-faire","Technique expert","","","",""
"405173","Compétence","Respecter les procédures et politique établies par la compagnie représentée","","300448","","Savoir-faire","Transverse","","","",""
"405174","Compétence","Définir la politique, la stratégie sportive de la structure selon les objectifs de la compétition","","300311","","Savoir-faire","Technique expert","","","",""
"405175","Compétence","Animer une séance d'activités physiques en veillant à respecter la sécurité liée à la pratique","","300032","","Savoir-faire","Technique expert","","","",""
"405176","Compétence","Contrôler la cohérence des séances d'entraînement et rencontres sportives avec le projet de la structure","","300487","","Savoir-faire","Technique expert","","","",""
"405177","Compétence","Accompagner l'entraineur dans l'encadrement des sportifs","","300032","","Savoir-faire","Technique expert","","","",""
"405178","Compétence","Conseiller une organisation, une structure sur une stratégie de développement commerciale","","300384","","Savoir-faire","Technique expert","","","",""
"405179","Compétence","Adapter le matériel ou les équipements selon les publics encadrés","","300032","","Savoir-faire","Technique expert","","","",""
"405180","Compétence","Adapter les programmes de préparation physique","","300032","","Savoir-faire","Technique expert","","","",""
"405181","Compétence","Déterminer les profils de joueurs, joueuses, membres du staff technique, athlètes selon les besoins d'un club sportif","","300004","","Savoir-faire","Technique expert","","","",""
"405182","Compétence","Adapter le parcours au pratiquant","","300032","","Savoir-faire","Technique expert","","","",""
"405183","Compétence","Etablir les programmes d'activités physiques adaptées","","300032","","Savoir-faire","Technique expert","","","",""
"405184","Compétence","Développer la politique sociale et environnementale de la structure","","300392","","Savoir-faire","Technique expert","O","","",""
"405185","Compétence","Organiser des activités physiques et sportives dans le cadre de projets de politique en lien avec la santé","","403070","","Savoir-faire","Technique expert","","","",""
"405186","Compétence","Concevoir de nouvelles offres ou de nouveaux services sportifs, éventuellement en lien avec la stratégie fédérale","","300391","","Savoir-faire","Technique expert","","","",""
"405187","Compétence","Analyser l'évolution de la demande et l'offre concurrentielle sur le territoire","","300383","","Savoir-faire","Technique expert","","","",""
"405188","Compétence","Animer et coordonner les activités de la structure en lien avec les bénévoles","","300440","","Savoir-faire","Technique expert","","","",""
"405189","Compétence","Animer la vie statutaire de la structure","","300401","","Savoir-faire","Technique expert","","","",""
"405190","Compétence","Coordonner et gérer la communication médiatique du groupe sportif","","300110","","Savoir-faire","Transverse","","","",""
"405191","Compétence","Coordonner la gestion des effectifs sportifs et du staff technique d'un club sportif","","403009","","Savoir-faire","Technique expert","","","",""
"405192","Compétence","Organiser une saison sportive","","300484","","Savoir-faire","Technique expert","","","",""
"405193","Compétence","Participer à l'organisation de manifestations sportives pour mobiliser les pratiquants","","300443","","Savoir-faire","Technique expert","","","",""
"405194","Compétence","Suivre les comptes et résultats de son agence","","300401","","Savoir-faire","Technique expert","","","",""
"405207","Compétence","Identifier les opérations à réaliser","","300129","","Savoir-faire","Technique","","","",""
"405233","Compétence","Concevoir des programmes de rééducation après blessure afin de restaurer la force et la mobilité du sportif","","300032","","Savoir-faire","Technique expert","","","",""
"405235","Compétence","Ajuster les fers afin d'assurer un bon équilibre et un bon soutien pour le cheval","","300061","","Savoir-faire","Technique","","","",""
"405246","Compétence","Accueillir la famille de l'enfant","","300031","","Savoir-faire","Technique expert","","","",""
"405254","Compétence","Célèbrer les offices et les cérémonies religieuses","","300033","","Savoir-faire","Technique expert","","","",""
"405255","Compétence","Enseigner les principes et la doctrine religieuse","","300022","","Savoir-faire","Technique expert","","","",""
"405256","Compétence","Accompagner des temps de prière ou de méditation","","300022","","Savoir-faire","Technique expert","","","",""
"405257","Compétence","Proposer un accompagnement spirituel, une écoute, des conseils aux personnes démunies","","300014","","Savoir-faire","Technique expert","","","",""
"405259","Compétence","Créer des documents numériques","","300113","","Savoir-faire","Technique expert","","","",""
"405260","Compétence","Utiliser les outils digitaux (communication, applications, objets connectés)","","300110","","Savoir-faire","Transverse","","O","",""
"405261","Compétence","Utiliser des outils de communication numérique","","300426","","Savoir-faire","Transverse","","O","",""
"405262","Compétence","Accompagner le staff sportif et technique dans le coaching des sportifs professionnels","","300014","","Savoir-faire","Technique expert","","","",""
"405280","Compétence","Transmettre les informations relatives à l'enfant à la famille","","300451","","Savoir-faire","Transverse","","","",""
"405282","Compétence","Appliquer un Projet d'Accueil Individualisé (PAI)","","404512","","Savoir-faire","Technique","","","",""
"405291","Compétence","Faciliter l'intégration de solutions d'intelligence artificielle dans les projets existants","","300200","","Savoir-faire","Technique expert","","","",""
"405292","Compétence","Exploiter la blockchain dans le développement d'applications","","300199","","Savoir-faire","Technique","","","",""
"405293","Compétence","Maîtriser les services proposés par l’entreprise, ainsi que le cadre légal et réglementaire","","300373","","Savoir-faire","Technique","","","",""
"405295","Compétence","Aller spontanément vers les autres","","300463","","Savoir-faire","Transverse","","","",""
"405334","Compétence","Participer à l'identification des corps","","300085","","Savoir-faire","Technique expert","","","",""
